DMUs,d_0.11400000000000009_opt,d_0.11400000000000009_pes
AT,-0.175257912810,0.060948987502
BE,-0.379989168388,0.097305599062
BG,-0.113500577564,0.002037880894
CY,-0.000647837272,0.031910997993
CZ,-0.129926519303,0.365044979078
DE,-0.034969385851,0.009083761485
DK,-0.120532850655,0.424604793223
ES,-0.559498335081,-0.134903396621
FR,-0.054575882974,0.300458110754
GR,-0.002425483160,0.231432486033
HU,-0.016066982647,0.049377015118
IE,-0.140417509573,0.294525513839
IT,-0.047475527703,0.193414854574
LT,-0.557063676243,-0.013080891551
LU,0.004148434715,0.094760614251
LV,-0.005001275763,0.004837230396
MT,-0.383762544965,0.195188757076
PL,-0.144410254759,0.033837572142
PT,0.055656519348,0.431270031750
RO,-0.026433943864,0.093023900814
SE,-0.001967158718,0.693509078272
SK,-0.051317068248,0.184411557999
UK,-0.052080567770,0.339547187472
