DMUs,LB1,UB1,LB2,UB2,LB3,UB3,LB4,UB4
AT,26.074312500000,32.850687500000,998787203.234999895096,1258359018.765000104904,369551603.912999987602,465593263.687000036240,122941.412249999994,154892.287750000018
BE,35.400000000000,44.600000000000,1540502842.529999732971,1940859513.470000028610,284245845.032999992371,358117646.567000031471,32.886600000000,41.433400000000
BG,75.225000000000,94.775000000000,510433741.295999944210,643088837.904000043869,258740979.322499960661,325984397.677500009537,500023.849499999895,629973.550499999896
CY,59.737500000000,75.262500000000,563039479.327499985695,709366123.672500014305,164756265.631499975920,207574278.168500006199,7295.019599999999,9190.900399999999
CZ,50.767902082350,63.961820137650,12719816709.479997634888,16025531786.520000457764,4392219820.364999771118,5533700677.635000228882,73142.179049999992,92150.880949999992
DE,48.675000000000,61.325000000000,233812046.212499976158,294576758.787500023842,49111553.454899996519,61875008.025100000203,221427.106199999980,278973.133800000011
DK,58.023767901750,73.103391198250,8983024772.144998550415,11317596181.854999542236,3568848015.779999732971,4496345240.220000267029,45139.424999999996,56870.574999999997
ES,40.576380345900,51.121654334100,12738568524.014999389648,16049156953.985000610352,4599212845.604999542236,5794488500.394999504089,734475.429899999872,925356.050099999993
FR,67.481250000000,85.018750000000,6103335281.594999313354,7689512812.404999732971,2132399919.089999675751,2686582948.909999847412,309269.347649999952,389644.432350000017
GR,64.899999997050,81.766666662950,3578152052.639999389648,4508067275.359999656677,1046136957.329999923706,1318014358.670000076294,66140.005949999992,83328.934049999996
HU,44.250000000000,55.750000000000,825361652.744999885559,1039862421.254999995232,353711123.609999954700,445636048.389999985695,63311.183099999987,79764.936900000001
IE,49.720185000000,62.641815000000,15137966223.299997329712,19072126936.700000762939,4760854469.759999275208,5998138682.239999771118,199405.544999999984,251228.454999999987
IT,75.225000000000,94.775000000000,3056164682.894999504089,3850422171.105000019073,1416799916.984999895096,1785007805.015000104904,157397.506649999996,198303.073350000021
LT,35.400000000000,44.600000000000,117327828.487499982119,147819806.512499988079,25014856.857299998403,31515893.102699998766,177158.414999999979,223199.584999999992
LU,75.225000000000,94.775000000000,1499227642.589999914169,1888857425.410000085831,392547782.867999970913,494565850.731999993324,741.630000000000,934.370000000000
LV,70.800000000000,89.200000000000,160083756.884999990463,201687445.115000009537,94389664.379999995232,118920311.620000004768,9215.089049999999,11609.970950000001
MT,74.897222222550,94.362037037450,14931188238.014997482300,18811610039.985000610352,6209939834.564999580383,7823822503.434999465942,39251.873999999996,49452.925999999999
PL,69.546618750000,87.620881250000,839105845.495499849319,1057178551.104499936104,219477847.325999975204,276517287.874000012875,506635.180049999966,638303.079950000043
PT,74.118750000000,93.381250000000,6642256977.659998893738,8368493254.340000152588,1214026819.544999837875,1529536614.454999923706,2343.621599999999,2952.698400000000
RO,43.143750000000,54.356250000000,1475341934.204999923706,1858764131.795000076294,505743266.164499998093,637179369.235500097275,71923.666799999992,90615.693199999994
SE,70.773450000000,89.166550000000,88063241.853449985385,110949734.086549997330,36044146.657049991190,45411552.002949997783,28139.459999999995,35452.540000000001
SK,53.758771875000,67.729978125000,2892713563.844999790192,3644492230.154999732971,1325712691.169999837875,1670248192.829999923706,127287.001199999984,160367.238799999992
UK,52.276535156250,65.862527343750,6205838747.219999313354,7818655596.779999732971,2085089769.629999876022,2626977506.369999885559,226935.983399999968,285913.696599999967
