DMUs,d_0.20300000000000015_opt,d_0.20300000000000015_pes
AT,-0.189259667065,0.066859576398
BE,-0.449762824413,0.106182773319
BG,-0.217833494857,0.014171019896
CY,-0.005990500420,0.035228601931
CZ,-0.247280219898,0.427953730989
DE,-0.091213041879,0.011329946908
DK,-0.208235199191,0.472015366910
ES,-0.636673419807,-0.057339072450
FR,-0.112624597453,0.342027552721
GR,-0.035202429186,0.251994393499
HU,-0.123469692446,0.054270596907
IE,-0.266189839525,0.368055736747
IT,-0.082094198921,0.212130701766
LT,-0.594911861223,-0.001655853733
LU,-0.009235124735,0.103186602086
LV,-0.006818503250,0.005978002401
MT,-0.445996663893,0.265815506880
PL,-0.233144919900,0.044247915766
PT,0.009654855590,0.467214942511
RO,-0.138343535384,0.101452735927
SE,-0.002124319513,0.715856098792
SK,-0.086596529738,0.201838555432
UK,-0.114802424224,0.376361813720
