DMUs,d_0.04600000000000003_opt,d_0.04600000000000003_pes
AT,-0.205027993431,-0.109618169603
BE,0.018419882057,0.032666977928
BG,-0.042393781975,-0.008845145819
CY,0.003668697424,0.010065786641
CZ,-0.031955580293,0.099934134412
DE,0.000949398746,0.004107921307
DK,-0.037361307282,0.062970557872
ES,-0.470023945646,-0.356366655454
FR,-0.005832913847,0.061233969476
GR,0.024434523239,0.059055257242
HU,-0.004411700190,0.005670157135
IE,-0.040511402385,0.096683673866
IT,-0.020553077784,0.015566262846
LT,-0.038977174369,-0.022539191426
LU,0.014777978552,0.028886437460
LV,-0.002722474437,-0.000250871840
MT,-0.286959643288,-0.138714821473
PL,-0.070294248708,0.016991439903
PT,0.094755070895,0.148798542987
RO,0.001898774428,0.018499679336
SE,-0.002335951849,-0.001197939162
SK,-0.023281734601,0.013233887733
UK,-0.001810447804,0.063558647153
