DMUs,d_0.06500000000000004_opt,d_0.06500000000000004_pes
AT,-0.224732196178,-0.089913966856
BE,0.015569756211,0.035700913713
BG,-0.060582144140,-0.006579402257
CY,0.002375983198,0.011415123163
CZ,-0.058965203651,0.127400331808
DE,-0.003998627681,0.004623875747
DK,-0.058100654468,0.083243949167
ES,-0.494786165568,-0.332893954218
FR,-0.019544655525,0.075224520119
GR,0.017339286653,0.066259506704
HU,-0.006673794996,0.007762264287
IE,-0.068656334342,0.125216869005
IT,-0.028056281203,0.022981773301
LT,-0.044609865839,-0.019269868774
LU,0.011813434278,0.031733754239
LV,-0.003284296977,0.000183299959
MT,-0.317575421706,-0.108099043054
PL,-0.091623874703,0.018583463282
PT,0.083825128463,0.160191013617
RO,-0.001604822219,0.021769733344
SE,-0.002571428026,-0.000974231813
SK,-0.030796845502,0.020801280933
UK,-0.015183700748,0.077099849474
