DMUs,LB1,UB1,LB2,UB2,LB3,UB3,LB4,UB4
AT,28.991100000000,29.933900000000,1110515941.223999977112,1146630280.776000022888,410891274.859200000763,424253592.740800023079,136694.180400000012,141139.519600000000
BE,39.360000000000,40.640000000000,1712830279.151999950409,1768532076.848000049591,316042837.867200016975,326320653.732800006866,36.565440000000,37.754560000000
BG,83.640000000000,86.360000000000,567533108.966400027275,585989470.233600020409,287684885.483999967575,297040491.516000032425,555958.720799999894,574038.679200000013
CY,66.420000000000,68.580000000000,626023556.675999999046,646382046.324000000954,183186627.549600005150,189143916.250400006771,8111.072639999999,8374.847360000000
CZ,56.447023332240,58.282698887760,14142711460.031999588013,14602637035.968000411987,4883552885.015999794006,5042367612.984000205994,81324.185519999999,83968.874479999999
DE,54.120000000000,55.880000000000,259967292.060000002384,268421512.939999997616,54605388.248160004616,56381173.231839999557,246196.918080000003,254203.321919999988
DK,64.514562277200,66.612596822800,9987905509.368000030518,10312715444.631999969482,3968075081.952000141144,4097118174.047999858856,50188.919999999998,51821.080000000002
ES,45.115433062560,46.582601617440,14163560935.176000595093,14624164542.823999404907,5113701062.232000350952,5280000283.767999649048,816637.088159999927,843194.391840000055
FR,75.030000000000,77.470000000000,6786081262.248000144958,7006766831.751999855042,2370939571.055999755859,2448043296.944000244141,343865.579759999993,355048.200240000035
GR,72.159999996720,74.506666663280,3978419909.375999927521,4107799418.624000072479,1163162447.471999883652,1200988868.528000116348,73538.718479999996,75930.221520000006
HU,49.200000000000,50.800000000000,917690244.407999992371,947533829.592000007629,393278808.624000012875,406068363.375999987125,70393.451040000000,72682.668959999995
IE,55.282104000000,57.079896000000,16831365834.719999313354,17378727325.279998779297,5293424630.784000396729,5465568521.215999603271,221711.927999999985,228922.072000000015
IT,83.640000000000,86.360000000000,3398040732.167999744415,3508546121.832000255585,1575289399.223999977112,1626518322.776000022888,175004.685360000003,180695.894640000013
LT,39.360000000000,40.640000000000,130452636.420000001788,134694998.580000013113,27813128.980319999158,28717620.979680001736,196976.135999999999,203381.864000000001
LU,83.640000000000,86.360000000000,1666937853.456000089645,1721147214.543999910355,436459907.731199979782,450653725.868800044060,824.592000000000,851.408000000000
LV,78.720000000000,81.280000000000,177991431.384000003338,183779770.615999996662,104948508.192000001669,108361467.807999998331,10245.929520000000,10579.130480000002
MT,83.275555555920,85.983703704080,16601456752.775999069214,17141341525.224000930786,6904611070.295999526978,7129151267.704000473022,43642.761599999998,45062.038400000005
PL,77.326410000000,79.841090000000,932971923.127199888229,963312473.472800016403,244029606.518399983644,251965528.681600004435,563309.623920000042,581628.636079999967
PT,82.410000000000,85.090000000000,7385289114.144000053406,7625461117.855999946594,1349833209.527999877930,1393730224.472000122070,2605.789440000000,2690.530560000000
RO,47.970000000000,49.530000000000,1640380184.471999883652,1693725881.528000116348,562317936.616800069809,580604698.783200025558,79969.365119999988,82569.994879999998
SE,78.690480000000,81.249520000000,97914384.162479996681,101098591.777520000935,40076203.740719996393,41379494.919280000031,31287.263999999999,32304.736000000001
SK,59.772465000000,61.716285000000,3216305250.647999763489,3320900543.352000236511,1474012754.927999973297,1521948129.072000026703,141525.886079999997,146128.353919999994
UK,58.124418750000,60.014643750000,6900051217.248000144958,7124443126.751999855042,2318337099.791999816895,2393730176.208000183105,252322.042560000002,260527.637439999991
