DMUs,d_0.026000000000000013_opt,d_0.026000000000000013_pes
AT,-0.184286727381,-0.130359435652
BE,0.021454242693,0.029507115218
BG,-0.023598530310,-0.012349106920
CY,0.005040007979,0.008655815572
CZ,-0.003439824694,0.071106635684
DE,0.002117483402,0.003562785830
DK,-0.015504169607,0.041450245479
ES,-0.445315839082,-0.381074762017
FR,0.008651763170,0.046558926198
GR,0.031923501590,0.051491846971
HU,-0.002226847359,0.003471615518
IE,-0.010817407604,0.066724743484
IT,-0.012671129120,0.007744189753
LT,-0.034928203583,-0.025980583692
LU,0.017903264035,0.025897593088
LV,-0.002128606606,-0.000710079709
MT,-0.254732508111,-0.170941956650
PL,-0.047924467675,0.009847223111
PT,0.106345762365,0.136892042806
RO,0.005607924195,0.015066023656
SE,-0.002088082189,-0.001443621074
SK,-0.015361409547,0.005277864962
UK,0.012325034299,0.049358341055
