DMUs,d_0.031000000000000017_opt,d_0.031000000000000017_pes
AT,-0.189472043894,-0.125174119140
BE,0.020692367072,0.030293829717
BG,-0.028263158847,-0.011459357726
CY,0.004696167194,0.009007307885
CZ,-0.010576892215,0.078305402356
DE,0.001830051150,0.003699266423
DK,-0.020970976747,0.046936204089
ES,-0.451492865723,-0.374897735376
FR,0.005025657655,0.050222708293
GR,0.030049307874,0.053380771955
HU,-0.002773419299,0.004020896685
IE,-0.018247512578,0.074207272952
IT,-0.014640061086,0.009701271354
LT,-0.035788551650,-0.025120235626
LU,0.017127032297,0.026644001721
LV,-0.002277310641,-0.000595066770
MT,-0.262789291905,-0.162885172856
PL,-0.053509030131,0.014705537525
PT,0.103439868393,0.139860440584
RO,0.004678606310,0.015923617951
SE,-0.002150049604,-0.001381653659
SK,-0.017342421441,0.007265942028
UK,0.008785544495,0.052903378848
