DMUs,d_0.06900000000000005_opt,d_0.06900000000000005_pes
AT,-0.228880449388,-0.085765713646
BE,0.014973775756,0.036343609579
BG,-0.064451849213,-0.006205073493
CY,0.002105081516,0.011700415482
CZ,-0.064641459566,0.133192625553
DE,-0.006111115572,0.004732261831
DK,-0.062463735720,0.087518527096
ES,-0.500585386027,-0.327952332906
FR,-0.022425302156,0.078176026062
GR,0.015847953547,0.067778545524
HU,-0.007172896417,0.008203140393
IE,-0.074573732281,0.131232989643
IT,-0.029637806979,0.024541011971
LT,-0.045801004442,-0.018581590321
LU,0.011191152129,0.032334169860
LV,-0.003402281893,0.000274448203
MT,-0.324020848742,-0.101653616019
PL,-0.096124119384,0.018918790956
PT,0.081534169681,0.162599523429
RO,-0.002339921026,0.022459166460
SE,-0.002621001958,-0.000927041757
SK,-0.032377831619,0.022395554542
UK,-0.017992247259,0.079956980570
