DMUs,LB1,UB1,LB2,UB2,LB3,UB3,LB4,UB4
AT,0.000000000000,0.885689758137,0.934871874974,0.954157546461,0.042287337914,0.059656493385,0.127790615805,0.176486710042
BE,0.703194983577,0.894296805016,0.896954245358,0.926699952601,0.031762600492,0.045122332183,0.000010588100,1.000000000000
BG,0.000000000000,0.329949238579,0.969054395005,0.978910405794,0.028615896001,0.040776883124,0.519858748942,0.717914131993
CY,0.226933412959,0.549417736638,0.965372232731,0.976244012423,0.017020378346,0.024764025409,0.007548300621,0.010437798598
CZ,0.402459855366,0.676523091484,0.114453147323,0.360061226438,0.538590603578,0.745027669777,0.076012302992,0.104983325681
DE,0.443415945058,0.706180949537,0.988416654865,0.992931352589,0.002752522977,0.005060796566,0.230190246107,0.317895723316
DK,0.260469509137,0.573702495939,0.376011578269,0.549465607467,0.437005761507,0.604743840251,0.046896686834,0.064776046224
ES,0.601898176853,0.820943944975,0.113140605638,0.359110765217,0.564128706366,0.780294573628,0.763627708612,1.000000000000
FR,0.075395640490,0.439683487608,0.577576738275,0.695426585403,0.259781629915,0.360005753767,0.321523440692,0.444022515838
GR,0.125908231371,0.476261570660,0.754328073188,0.823418931375,0.125762161671,0.174931250001,0.068731855366,0.094929374197
HU,0.530008957898,0.768886234697,0.947010874317,0.962947856330,0.040332992768,0.056957635802,0.065790611796,0.090867656887
IE,0.422962675426,0.691369961182,0.000000000000,0.237494029874,0.584071505926,0.807834630163,0.207293522379,0.286276438168
IT,0.000000000000,0.329949238579,0.790864813712,0.849876571064,0.171493310112,0.238083788325,0.163616035587,0.225959908788
LT,0.703194983577,0.894296805016,0.996570020032,0.998835513572,0.000955267498,1.000000000000,0.184162265484,0.254333273884
LU,0.000000000000,0.329949238579,0.899843321526,0.928792042240,0.045124529076,0.063574519276,0.000734471675,0.001028225290
LV,0.010450880860,0.392654523738,0.993577299609,0.996668371197,0.008338783912,0.012775156906,0.009544675871,0.013194697752
MT,0.000000000000,0.334594074512,0.000000000000,0.247974853256,0.762854781125,1.000000000000,0.040775157690,0.056322505978
PL,0.034978351747,0.410415795760,0.946048843369,0.962251213229,0.023771742922,0.034087338395,0.526732821479,0.727406898830
PT,0.000000000000,0.345625559869,0.539854671971,0.668110606355,0.146475847813,0.203535864198,0.002400128289,0.003328417758
RO,0.551657211108,0.784562555987,0.901515212419,0.930002721852,0.059090206829,0.082860455220,0.074745365644,0.103233745534
SE,0.010970438937,0.393030755449,0.000000000000,0.998618407925,0.001140310306,0.002834407641,0.029221123396,0.040366934810
SK,0.343931397432,0.634140415049,0.802305648244,0.858161313311,0.160255274759,0.222564596647,0.132308903529,0.182726250232
UK,0.372937350702,0.655144726038,0.570401962135,0.690231057853,0.253944662904,0.351945180275,0.235918052513,0.325805551209
