DMUs,LB1,UB1,LB2,UB2,LB3,UB3,LB4,UB4
AT,0.000000000000,0.871613914601,0.932943307825,0.956086113609,0.040550422367,0.061393408932,0.122921006382,0.181356319466
BE,0.684084801433,0.913406987160,0.893979674633,0.929674523325,0.030426627323,0.046458305353,0.000011890712,1.000000000000
BG,0.000000000000,0.370558375635,0.968068793927,0.979896006873,0.027399797289,0.041992981837,0.500053210637,0.737719670298
CY,0.194684980591,0.581666169006,0.964285054762,0.977331190392,0.016246013639,0.025538390116,0.007259350824,0.010726748395
CZ,0.375053531754,0.703929415096,0.089892339412,0.384622034349,0.517946896958,0.765671376397,0.073115200723,0.107880427950
DE,0.417139444610,0.732457449985,0.987965185093,0.993382822361,0.002521695618,0.005291623925,0.221419698386,0.326666271037
DK,0.229146210457,0.605025794619,0.358666175349,0.566811010387,0.420231953633,0.621517648126,0.045108750895,0.066563982163
ES,0.579993600041,0.842848521787,0.088543589680,0.383707781175,0.542512119640,0.801911160355,0.734535733748,1.000000000000
FR,0.038966855778,0.476112272320,0.565791753563,0.707211570116,0.249759217530,0.370028166152,0.309273533177,0.456272423352
GR,0.090872897442,0.511296904589,0.747418987370,0.830328017193,0.120845252838,0.179848158834,0.066112103483,0.097549126080
HU,0.506121230218,0.792773962377,0.945417176116,0.964541554531,0.038670528464,0.058620100105,0.063282907287,0.093375361396
IE,0.396121946850,0.718210689758,0.000000000000,0.266724064321,0.561695193502,0.830210942587,0.199395230800,0.294174729747
IT,0.000000000000,0.370558375635,0.784963637977,0.855777746799,0.164834262291,0.244742836147,0.157381648266,0.232194296108
LT,0.684084801433,0.913406987160,0.996343470678,0.999062062926,0.001072838883,1.000000000000,0.177145164644,0.261350374724
LU,0.000000000000,0.370558375635,0.896948449455,0.931686914311,0.043279530056,0.065419518296,0.000705096313,0.001057600652
LV,0.000000000000,0.430874888026,0.993268192451,0.996977478355,0.007895146613,0.013218794206,0.009179673683,0.013559699940
MT,0.000000000000,0.375026265437,0.000000000000,0.276805618241,0.733667677266,1.000000000000,0.039220422861,0.057877240807
PL,0.000000000000,0.447959540161,0.944428606383,0.963871450215,0.022740183374,0.035118897942,0.506665413744,0.747474306565
PT,0.000000000000,0.385637503732,0.527029078533,0.680936199794,0.140769846175,0.209241865836,0.002307299342,0.003421246705
RO,0.528366676620,0.807853090475,0.898666461475,0.932851472795,0.056713181990,0.085237480059,0.071896527655,0.106082583523
SE,0.000000000000,0.431236787101,0.000000000000,0.998448365823,0.000970900573,0.003003817374,0.028106542254,0.041481515951
SK,0.314910495670,0.663161316811,0.796720081737,0.863746879818,0.154024342570,0.228795528835,0.127267168859,0.187767984902
UK,0.344716613168,0.683365463571,0.558419052563,0.702213967425,0.244144611167,0.361745232013,0.226929302643,0.334794301079
