DMUs,d_0.10300000000000008_opt,d_0.10300000000000008_pes
AT,-0.173527358913,0.060233393921
BE,-0.371069207951,0.096203788566
BG,-0.100386992531,0.000379165913
CY,0.000045224946,0.031589246507
CZ,-0.114643157278,0.357574650047
DE,-0.027935684333,0.008603788459
DK,-0.108497704786,0.418871147589
ES,-0.549101005700,-0.144469316906
FR,-0.046805466249,0.295343787404
GR,0.002398057549,0.228879514448
HU,-0.013735224426,0.048800709389
IE,-0.124763890007,0.285730881783
IT,-0.043107476466,0.191072266259
LT,-0.550912153107,-0.015171427127
LU,0.005857180891,0.093786336911
LV,-0.004774926783,0.004787813999
MT,-0.376070687569,0.185155690124
PL,-0.133950391349,0.032453336234
PT,0.062202914146,0.426685244984
RO,-0.015689448782,0.092002498805
SE,-0.001947734350,0.690809300495
SK,-0.047047141320,0.182233946567
UK,-0.043997037270,0.335034692202
