DMUs,d_0.07800000000000006_opt,d_0.07800000000000006_pes
AT,-0.238214019110,-0.076432143924
BE,0.013637973658,0.037794719115
BG,-0.073209591705,-0.005365531757
CY,0.001497143851,0.012343873565
CZ,-0.077400337668,0.146237918005
DE,-0.011900478686,0.004975833317
DK,-0.072276728477,0.097144597008
ES,-0.513611909143,-0.316833684952
FR,-0.028899091256,0.084824716600
GR,0.012495512686,0.071199372316
HU,-0.008293385567,0.009195660579
IE,-0.087878023237,0.144781036152
IT,-0.033198659417,0.028046853445
LT,-0.048487948206,-0.017032963801
LU,0.009765901268,0.033686349933
LV,-0.003667373244,0.000479207032
MT,-0.338523059572,-0.087151405189
PL,-0.106262197475,0.019673882986
PT,0.076392332261,0.167973075493
RO,-0.003990708173,0.024011661113
SE,-0.002732543305,-0.000820747051
SK,-0.035933596941,0.025984117170
UK,-0.024302742891,0.086393613972
