DMUs,LB1,UB1,LB2,UB2,LB3,UB3,LB4,UB4
AT,25.102050000000,33.822950000000,961544290.571999907494,1295601931.428000211716,355771713.597599983215,479373154.002400040627,118357.156199999983,159476.543800000014
BE,34.080000000000,45.920000000000,1483060363.655999660492,1998301992.344000339508,273646847.421599984169,368716644.178400039673,31.660320000000,42.659680000000
BG,72.420000000000,97.580000000000,491400618.739199936390,662121960.460800051689,249093010.601999968290,335632366.398000061512,481378.892399999895,648618.507600000012
CY,57.510000000000,77.490000000000,542044786.877999901772,730360816.122000098228,158612811.658799976110,213717732.141200035810,7023.001919999998,9462.918079999999
CZ,48.874861665720,65.854860554280,12245518459.295997619629,16499830036.704002380371,4228442132.147999286652,5697478365.852000236511,70414.843559999994,94878.216440000004
DE,46.860000000000,63.140000000000,225093630.929999977350,303295174.070000052452,47280275.190479993820,63706286.289520010352,213170.502239999973,287229.737760000047
DK,55.860169776600,75.266989323400,8648064526.403999328613,11652556427.596000671387,3435772327.055999279022,4629420928.944000244141,43456.259999999995,58553.740000000005
ES,39.063362773680,52.634671906320,12263571053.627998352051,16524154424.372001647949,4427716773.395998954773,5965984572.604001045227,707088.210479999892,952743.269520000089
FR,64.965000000000,87.535000000000,5875753288.043998718262,7917094805.956001281738,2052886701.767999649048,2766096166.232000350952,297737.270279999939,401176.509720000089
GR,62.479999997160,84.186666662840,3444729433.727999687195,4641489894.272000312805,1007128460.615999817848,1357022855.384000062943,63673.768439999993,85795.171560000017
HU,42.600000000000,57.400000000000,794585455.523999929428,1070638618.476000070572,340521895.271999955177,458825276.728000044823,60950.427119999986,82125.692880000002
IE,47.866212000000,64.495788000000,14573499686.159997940063,19636593473.840003967285,4583331082.751998901367,6175662069.248001098633,191970.083999999973,258663.916000000027
IT,72.420000000000,97.580000000000,2942205999.803999423981,3964380854.196000576019,1363970089.571999788284,1837837632.428000211716,151528.447079999984,204172.132920000033
LT,34.080000000000,45.920000000000,112952892.509999975562,152194742.490000009537,24082099.482959996909,32448650.477040003985,170552.507999999973,229805.492000000027
LU,72.420000000000,97.580000000000,1443324238.967999696732,1944760829.032000303268,377910407.913599967957,509203225.686400055885,713.976000000000,962.024000000000
LV,68.160000000000,91.840000000000,154114532.051999986172,207656669.948000013828,90870049.775999993086,122439926.224000006914,8871.475559999999,11953.584440000002
MT,72.104444444760,97.154814815240,14374432066.427997589111,19368366211.572002410889,5978382755.987998962402,8055379582.012001037598,37788.244799999993,50916.555200000010
PL,66.953355000000,90.214145000000,807817152.951599836349,1088467243.648400068283,211293927.595199972391,284701207.604800045490,487743.698759999941,657194.561240000068
PT,71.355000000000,96.145000000000,6394579598.831998825073,8616170633.168001174927,1168758022.883999824524,1574805411.116000175476,2256.232320000000,3040.087680000000
RO,41.535000000000,55.965000000000,1420329184.115999698639,1913776881.884000301361,486885042.680399954319,656037592.719600081444,69241.767359999983,93297.592640000003
SE,68.134440000000,91.805560000000,84779527.750439986587,114233448.189560011029,34700127.629159994423,46755571.030840002000,27090.191999999995,36501.808000000005
SK,51.754207500000,69.734542500000,2784849668.243999481201,3752356125.756000518799,1276279336.583999872208,1719681547.416000127792,122540.706239999970,165113.533760000020
UK,50.327240625000,67.811821875000,5974434590.543998718262,8050059753.456001281738,2007340659.575999736786,2704726616.424000263214,218473.963679999957,294375.716320000007
