DMUs,d_0.05_opt,d_0.05_pes
AT,-0.209176246641,-0.105469916393
BE,0.017817219401,0.033303107962
BG,-0.046196233580,-0.008161705445
CY,0.003395733654,0.010349059952
CZ,-0.037648324339,0.105710009983
DE,0.000709804306,0.004216698004
DK,-0.041729505073,0.067234406735
ES,-0.474965566958,-0.351425034141
FR,-0.008723535819,0.064175355944
GR,0.022939225019,0.060570404080
HU,-0.004848211044,0.006110318358
IE,-0.046441811370,0.102684755070
IT,-0.022131457218,0.017128675442
LT,-0.040159580945,-0.021850912973
LU,0.014152670193,0.029485232492
LV,-0.002840943852,-0.000159299678
MT,-0.293405070323,-0.132269394437
PL,-0.074778327537,0.017327459749
PT,0.092447454887,0.151190374654
RO,0.001159545963,0.019187458376
SE,-0.002385525781,-0.001150904706
SK,-0.024864608168,0.014826280693
UK,-0.004630356141,0.066405287482
