DMUs,LB1,UB1,LB2,UB2,LB3,UB3,LB4,UB4
AT,0.000000000000,0.872933524933,0.933124110995,0.955905310439,0.040713258199,0.061230573099,0.123377532265,0.180899793583
BE,0.685876381009,0.911615407584,0.894258540639,0.929395657319,0.030551874808,0.046333057868,0.000011768592,1.000000000000
BG,0.000000000000,0.366751269036,0.968161194028,0.979803606771,0.027513806543,0.041878972583,0.501909979853,0.735862901082
CY,0.197708271126,0.578642878471,0.964386977697,0.977229267457,0.016318610331,0.025465793424,0.007286439867,0.010699659352
CZ,0.377622874593,0.701360072257,0.092194915153,0.382319458607,0.519882244453,0.763736028902,0.073386804061,0.107608824612
DE,0.419602866527,0.729994028068,0.988007510384,0.993340497070,0.002543335683,0.005269983860,0.222241937235,0.325844032188
DK,0.232082769708,0.602089235368,0.360292306873,0.565184878864,0.421804498121,0.619945103637,0.045276369889,0.066396363169
ES,0.582047154117,0.840794967711,0.090849559926,0.381401810929,0.544538674646,0.799884605349,0.737263106392,1.000000000000
FR,0.042382054345,0.472697073753,0.566896595879,0.706106727799,0.250698818691,0.369088564991,0.310421962007,0.455123994523
GR,0.094157459997,0.508012342033,0.748066714165,0.829680290398,0.121306213041,0.179387198631,0.066357705222,0.097303524341
HU,0.508360704688,0.790534487907,0.945566585322,0.964392145325,0.038826384493,0.058464244077,0.063518004585,0.093140264098
IE,0.398638265154,0.715694371454,0.000000000000,0.263983748591,0.563792972792,0.828113163297,0.200135695636,0.293434264911
IT,0.000000000000,0.366751269036,0.785516873202,0.855224511574,0.165458548024,0.244118550413,0.157966122078,0.231609822297
LT,0.685876381009,0.911615407584,0.996364709680,0.999040823924,0.001061816566,1.000000000000,0.177803017847,0.260692521520
LU,0.000000000000,0.366751269036,0.897219843712,0.931415520055,0.043452498715,0.065246549637,0.000707850253,0.001054846712
LV,0.000000000000,0.427291728874,0.993297171247,0.996948499559,0.007936737610,0.013177203209,0.009213892638,0.013525480985
MT,0.000000000000,0.371235747538,0.000000000000,0.274102734024,0.736403968252,1.000000000000,0.039366179251,0.057731484416
PL,0.000954333383,0.444439814124,0.944580503600,0.963719552998,0.022836892082,0.035022189235,0.508546733220,0.745592987090
PT,0.000000000000,0.381886383995,0.528231477918,0.679733800409,0.141304783828,0.208706928182,0.002316002056,0.003412543991
RO,0.530550164228,0.805669602867,0.898933531876,0.932584402394,0.056936028069,0.085014633981,0.072163606216,0.105815504961
SE,0.000000000000,0.427654971633,0.000000000000,0.998464307270,0.000986782735,0.002987935211,0.028211034236,0.041377023969
SK,0.317631205211,0.660440607271,0.797243728597,0.863223232958,0.154608492463,0.228211378943,0.127739831484,0.187295322277
UK,0.347362307312,0.680719769427,0.559542450335,0.701090569652,0.245063366017,0.360826477162,0.227771997943,0.333951605779
