DMUs,LB1,UB1,LB2,UB2,LB3,UB3,LB4,UB4
AT,25.868075000000,33.056925000000,990887191.457999825478,1266259030.542000055313,366628596.876399993896,468516270.723600029945,121968.994299999991,155864.705700000020
BE,35.120000000000,44.880000000000,1528318074.283999919891,1953044281.716000080109,281997572.812399983406,360365918.787600040436,32.626480000000,41.693520000000
BG,74.630000000000,95.370000000000,506396412.268799960613,647126166.931200146675,256694440.502999961376,328030936.497000038624,496068.858599999920,633928.541399999987
CY,59.265000000000,75.735000000000,558586059.716999888420,713819543.283000111580,163453108.728199988604,208877435.071800023317,7237.318879999998,9248.601119999999
CZ,50.366348054580,64.363374165420,12619207989.743997573853,16126140506.256002426147,4357479098.621999740601,5568441399.378000259399,72563.653339999990,92729.406660000008
DE,48.290000000000,61.710000000000,231962685.394999980927,296426119.605000019073,48723100.489719994366,62263460.990280009806,219675.705359999964,280724.534640000027
DK,57.564822844900,73.562336255100,8911972598.805999755859,11388648355.194000244141,3540619839.383999347687,4524573416.616000175476,44782.389999999992,57227.610000000008
ES,40.255437224520,51.442597455480,12637811484.841999053955,16149913993.158000946045,4562834890.893999099731,5830866455.106000900269,728666.019719999866,931165.460280000116
FR,66.947500000000,85.552500000000,6055060313.265998840332,7737787780.734001159668,2115533479.051999807358,2703449388.948000431061,306823.149419999972,392090.630580000055
GR,64.386666663740,82.279999996260,3549850284.991999626160,4536369043.008000373840,1037862427.723999857903,1326288888.276000022888,65616.864659999992,83852.075340000010
HU,43.900000000000,56.100000000000,818833368.485999941826,1046390705.514000058174,350913408.507999956608,448433763.492000043392,62810.416679999988,80265.703320000001
IE,49.326918000000,63.035082000000,15018230897.239997863770,19191862262.760002136230,4723197993.727999687195,6035795158.272000312805,197828.325999999972,252805.674000000028
IT,74.630000000000,95.370000000000,3031991628.905999660492,3874595225.094000339508,1405593589.957999944687,1796214132.042000055313,156152.554619999981,199548.025380000036
LT,35.120000000000,44.880000000000,116399811.764999985695,148747823.235000014305,24816999.232439998537,31713750.727560002357,175757.161999999982,224600.838000000018
LU,74.630000000000,95.370000000000,1487369344.851999759674,1900715723.148000240326,389442885.150399982929,497670748.449600040913,735.764000000000,940.236000000000
LV,70.240000000000,89.760000000000,158817557.677999973297,202953644.322000026703,93643079.463999986649,119666896.536000013351,9142.201340000000,11682.858660000002
MT,74.304814815140,94.954444444860,14813088444.041997909546,18929709833.958000183105,6160821666.381999015808,7872940671.618000984192,38941.407199999994,49763.392800000009
PL,68.996532500000,88.170967500000,832468850.107399821281,1063815546.492600083351,217741864.352799981833,278253270.847200036049,502627.896139999968,642310.363860000041
PT,73.532500000000,93.967500000000,6589719351.847999572754,8421030880.152000427246,1204424347.525999784470,1539139086.474000215530,2325.084480000000,2971.235520000000
RO,42.802500000000,54.697500000000,1463672562.973999738693,1870433503.026000261307,501743036.940599977970,641179598.459400057793,71354.779039999979,91184.580960000007
SE,70.213660000000,89.726340000000,87366696.437659993768,111646279.502340003848,35759051.711739994586,45696646.948260001838,27916.887999999995,35675.112000000001
SK,53.333561250000,68.155188750000,2869833343.565999507904,3667372450.434000492096,1315226828.075999736786,1680734055.924000263214,126280.211359999987,161374.028640000004
UK,51.863048437500,66.276014062500,6156753017.015998840332,7867741326.984001159668,2068597534.163999795914,2643469741.836000442505,225141.009519999963,287708.670480000030
