DMUs,LB1,UB1,LB2,UB2,LB3,UB3,LB4,UB4
AT,23.275375000000,35.649625000000,891572757.689999818802,1365573464.310000181198,329882222.701999902725,505262644.898000121117,109744.311499999982,168089.388500000030
BE,31.600000000000,48.400000000000,1375138130.619999647141,2106224225.380000352859,253733579.181999951601,388629912.418000102043,29.356400000000,44.963600000000
BG,67.150000000000,102.850000000000,455641418.783999919891,697881160.416000127792,230966523.914999932051,353758853.085000038147,446348.972999999882,683648.427000000025
CY,53.325000000000,81.675000000000,502600213.184999883175,769805389.815000176430,147070564.800999969244,225259978.999000042677,6511.938399999998,9973.981600000001
CZ,45.318240276900,69.411481943100,11354412655.919998168945,17390935840.080001831055,3920738596.709999084473,6005181901.290000915527,65290.758699999984,100002.301300000021
DE,43.450000000000,66.550000000000,208713577.974999964237,319675227.025000035763,43839691.784599989653,67146869.695400014520,197658.094799999963,302742.145200000028
DK,51.795227844500,79.331931255500,8018745276.829998016357,12281875677.170001983643,3185751336.119999408722,4879441919.880001068115,40293.949999999990,61716.050000000010
ES,36.220723698600,55.477310981400,11371151563.809997558594,17416573914.190002441406,4105512031.669999122620,6288189314.330000877380,655633.434599999804,1004198.045400000177
FR,60.237500000000,92.262500000000,5448174997.129999160767,8344673096.870000839233,1903498232.859999656677,2915484635.140000343323,276070.943099999975,422842.836900000053
GR,57.933333330700,88.733333329300,3194056634.559999465942,4892162693.440000534058,933839769.819999814034,1430311546.180000305176,59040.231299999985,90428.708700000017
HU,39.500000000000,60.500000000000,736763509.229999780655,1128460564.770000219345,315742132.939999938011,483605039.060000061989,56515.067399999985,86561.052600000010
IE,44.382990000000,67.979010000000,13512986798.199996948242,20697106361.800003051758,4249802295.039999008179,6509190856.960000991821,178000.429999999964,272633.570000000065
IT,67.150000000000,102.850000000000,2728101807.329999446869,4178485046.670000553131,1264714050.189999818802,1937093671.810000181198,140501.729099999968,215198.850900000049
LT,31.600000000000,48.400000000000,104733315.824999973178,160414319.175000011921,22329646.234199993312,34201103.725800007582,158141.409999999974,242216.590000000026
LU,67.150000000000,102.850000000000,1338293601.859999656677,2049791466.140000343323,350409885.271999955177,536703748.328000068665,662.020000000000,1013.980000000000
LV,63.200000000000,96.800000000000,142899624.789999961853,218871577.210000038147,84257440.519999980927,129052535.480000019073,8225.898699999998,12599.161300000003
MT,66.857407407700,102.401851852300,13328405319.809997558594,20414392958.190002441406,5543336123.509998321533,8490426214.490001678467,35038.395999999993,53666.404000000010
PL,62.081162500000,95.086337500000,749032336.656999826431,1147252059.943000078201,195918078.403999954462,300077056.796000063419,452250.612699999881,692687.647300000070
PT,66.162500000000,101.337500000000,5929246341.639998435974,9081503890.360000610352,1083707556.429999828339,1659855877.570000171661,2092.046399999999,3204.273600000000
RO,38.512500000000,58.987500000000,1316971896.069999694824,2017134169.930000305176,451454440.982999920845,691468194.417000174522,64203.047199999979,98336.312800000000
SE,63.176300000000,96.763700000000,78610125.496299982071,120402850.443700015545,32175000.970699992031,49280697.689300008118,25118.839999999993,38473.160000000003
SK,47.988056250000,73.500693750000,2582196288.629999160767,3955009505.370000839233,1183404549.179999828339,1812556334.820000171661,113623.424799999964,174030.815200000012
UK,46.664929687500,71.474132812500,5539675265.879999160767,8484819078.120000839233,1861266574.019999504089,2850800701.980000495911,202575.623599999963,310274.056400000060
