DMUs,d_0.021000000000000008_opt,d_0.021000000000000008_pes
AT,-0.179101410869,-0.135544752165
BE,0.022218305832,0.028722570927
BG,-0.021185767463,-0.013248210705
CY,0.005384523162,0.008304991248
CZ,0.003702660238,0.063913276018
DE,0.002273328577,0.003426173115
DK,-0.010035681104,0.035965965415
ES,-0.439138812441,-0.387251788658
FR,0.012281162942,0.042898459799
GR,0.033798992971,0.049604208773
HU,-0.001680036632,0.002922570871
IE,-0.003382852621,0.059246965249
IT,-0.010703234611,0.005786066594
LT,-0.034067855517,-0.026840931759
LU,0.018680398638,0.025151720108
LV,-0.001979744992,-0.000825233731
MT,-0.246675724316,-0.178998740444
PL,-0.042345138165,0.004316440002
PT,0.109257137570,0.133929129374
RO,0.006538593985,0.014208976612
SE,-0.002026114775,-0.001505588489
SK,-0.013379777395,0.003290407143
UK,0.015868273442,0.045779765449
