DMUs,LB1,UB1,LB2,UB2,LB3,UB3,LB4,UB4
AT,28.284000000000,30.641000000000,1083430186.559999942780,1173716035.440000057220,400869536.448000013828,434275331.152000010014,133360.176000000007,144473.524000000005
BE,38.400000000000,41.600000000000,1671053930.879999876022,1810308425.120000123978,308334475.967999994755,334029015.632000029087,35.673600000000,38.646400000000
BG,81.600000000000,88.400000000000,553690838.016000032425,599831741.184000015259,280668180.959999978542,304057196.040000021458,542398.751999999979,587598.647999999928
CY,64.800000000000,70.200000000000,610754689.439999938011,661650913.560000061989,178718661.023999989033,193611882.776000022888,7913.241599999998,8572.678399999999
CZ,55.070266665600,59.659455554400,13797767278.079999923706,14947581217.920000076294,4764441839.039999961853,5161478658.960000038147,79340.668799999999,85952.391199999998
DE,52.800000000000,57.200000000000,253626626.399999976158,274762178.600000023842,53273549.510399997234,57713011.969600006938,240192.115200000000,260208.124799999991
DK,62.941036368000,68.186122732000,9744298057.920000076294,10556322896.079999923706,3871292762.879999637604,4193900493.120000362396,48964.799999999996,53045.200000000004
ES,44.015056646400,47.682978033600,13818108229.439998626709,14969617248.560001373291,4988976646.079999923706,5404724699.920000076294,796719.110400000005,863112.369599999976
FR,73.200000000000,79.300000000000,6620567085.119999885559,7172281008.880000114441,2313111776.639999866486,2505871091.360000133514,335478.614400000020,363435.165600000008
GR,70.399999996800,76.266666663200,3881385277.440000057220,4204834050.559999942780,1134792631.680000066757,1229358684.319999933243,71745.091199999995,77723.848800000007
HU,48.000000000000,52.000000000000,895307555.519999980927,969916518.480000019073,383686642.560000002384,415660529.439999997616,68676.537599999996,74399.582399999999
IE,53.933760000000,58.428240000000,16420844716.799999237061,17789248443.200000762939,5164316712.960000038147,5594676439.039999961853,216304.319999999978,234329.680000000022
IT,81.600000000000,88.400000000000,3315161689.920000076294,3591425164.079999923706,1536867706.559999942780,1664940015.440000057220,170736.278400000010,184964.301600000006
LT,38.400000000000,41.600000000000,127270864.799999997020,137876770.200000017881,27134759.980799999088,29395989.979200001806,192171.839999999997,208186.160000000003
LU,81.600000000000,88.400000000000,1626280832.639999866486,1761804235.360000133514,425814544.128000020981,461299089.472000002861,804.480000000000,871.520000000000
LV,76.800000000000,83.200000000000,173650176.960000008345,188121025.039999991655,102388788.479999989271,110921187.520000010729,9996.028800000000,10829.031200000001
MT,81.244444444800,88.014814815200,16196543173.439998626709,17546255104.560001373291,6736205922.239999771118,7297556415.760000228882,42578.303999999996,46126.496000000006
PL,75.440400000000,81.727100000000,910216510.367999911308,986067886.231999993324,238077664.895999997854,257917470.303999990225,549570.364799999981,595367.895200000028
PT,80.400000000000,87.100000000000,7205160111.359999656677,7805590120.640000343323,1316910448.319999933243,1426652985.680000066757,2542.233600000000,2754.086400000000
RO,46.800000000000,50.700000000000,1600370911.679999828339,1733735154.320000171661,548602864.991999983788,594319770.408000111580,78018.892799999987,84520.467199999999
SE,76.771200000000,83.168800000000,95526228.451199993491,103486747.488800004125,39098735.356799997389,42356963.303199999034,30524.160000000000,33067.840000000004
SK,58.314600000000,63.174150000000,3137858781.119999885559,3399347012.880000114441,1438061224.319999933243,1557899659.680000066757,138074.035199999984,149580.204800000007
UK,56.706750000000,61.432312500000,6731757285.119999885559,7292737058.880000114441,2261792292.480000019073,2450274983.519999980927,246167.846399999980,266681.833600000013
