DMUs,LB1,UB1,LB2,UB2,LB3,UB3,LB4,UB4
AT,0.921319237086,0.990818714542,0.939753560569,0.949275860866,0.046683905392,0.055259925906,0.140116814659,0.164160511189
BE,0.751567632129,0.845924156465,0.904483627503,0.919170570455,0.035144282577,0.041740650099,0.000000859221,0.000007290865
BG,0.026649746193,0.227157360406,0.971549197736,0.976415603063,0.031694145867,0.037698633259,0.569991517777,0.667781363158
CY,0.308562257390,0.467788892207,0.968124151966,0.973492093188,0.018980489009,0.022803914746,0.008279704796,0.009706394422
CZ,0.471832112008,0.607150834842,0.176622692349,0.297891681412,0.590844985960,0.692773287396,0.083345593110,0.097650035563
DE,0.509928336817,0.639668557778,0.989559437726,0.991788569727,0.003336804729,0.004476514814,0.252390695026,0.295695274398
DK,0.339756608921,0.494415396155,0.419917129410,0.505560056327,0.479464462689,0.562285139069,0.051422399679,0.060250333378
ES,0.657344136909,0.765497984919,0.175401802281,0.296849568574,0.618845691517,0.725577588478,0.837266769987,0.980908395877
FR,0.167606001792,0.347473126306,0.607407480830,0.665595842849,0.285150861265,0.334636522417,0.352531019088,0.413014937441
GR,0.214591420378,0.387578381652,0.771816696667,0.805930307896,0.138208087155,0.162485324518,0.075363102320,0.088298127243
HU,0.590474768588,0.708420424007,0.951044922889,0.958913807758,0.044541105536,0.052749523034,0.072138238835,0.084520029848
IE,0.490903269633,0.623429366975,0.019182210096,0.163505505179,0.640711546748,0.751194589341,0.227286072938,0.266283887609
IT,0.026649746193,0.227157360406,0.805802164792,0.834939219984,0.188349024910,0.221228073528,0.179396828491,0.210179115884
LT,0.751567632129,0.845924156465,0.997143473084,0.998262060519,0.000077156219,0.000657664931,0.201924301985,0.236571237382
LU,0.026649746193,0.227157360406,0.907170966457,0.921464397309,0.049794682846,0.058904365506,0.000808828059,0.000953868906
LV,0.107196177964,0.295909226635,0.994359727105,0.995885943701,0.009461740826,0.011652199992,0.010468587659,0.012270785963
MT,0.032616148540,0.232250091233,0.032645077274,0.174996979388,0.836734637771,0.980845963079,0.044710580225,0.052387083442
PL,0.130010954763,0.315383192744,0.950150068240,0.958149988358,0.026382878026,0.031476203291,0.577528447309,0.676611273001
PT,0.046786354136,0.244345326963,0.572319455362,0.635645822964,0.160919164460,0.189092547550,0.002635101561,0.003093444486
RO,0.610611376530,0.725608390564,0.908726113244,0.922791821026,0.065107050953,0.076843611096,0.081956486804,0.096022624374
SE,0.107679456554,0.296321737832,0.999048826995,0.999888409872,0.001569128694,0.002405589253,0.032042406910,0.037545651296
SK,0.417390555016,0.560681257465,0.816444113464,0.844022848091,0.176027321862,0.206792549544,0.145070794413,0.169964359348
UK,0.444371092584,0.583710984156,0.600733701988,0.659899317999,0.278751043864,0.327138799316,0.258670825620,0.303052778102
