DMUs,d_0.19700000000000015_opt,d_0.19700000000000015_pes
AT,-0.188315728576,0.066455492054
BE,-0.445325200282,0.105582563304
BG,-0.211680147692,0.013420375525
CY,-0.005637333359,0.034982278058
CZ,-0.239353296224,0.423562196032
DE,-0.087436935492,0.011202818322
DK,-0.202151276742,0.468758447741
ES,-0.632643237506,-0.062577626999
FR,-0.108683323614,0.339214252623
GR,-0.033265645354,0.250613081196
HU,-0.115407584354,0.053929300491
IE,-0.257710656759,0.362953841897
IT,-0.079716910674,0.210881321244
LT,-0.592389942465,-0.001902587479
LU,-0.008343856862,0.102601335568
LV,-0.006696809324,0.005877566805
MT,-0.441801105314,0.260988010714
PL,-0.226939060637,0.043587127000
PT,0.012483766660,0.464825425666
RO,-0.130393401015,0.100876117122
SE,-0.002113724403,0.714319735216
SK,-0.083684875319,0.200673674490
UK,-0.110366237634,0.373862263845
