DMUs,d_0.019000000000000006_opt,d_0.019000000000000006_pes
AT,-0.177027284264,-0.137618878770
BE,0.022524543218,0.028409361240
BG,-0.020791606706,-0.013610496487
CY,0.005522517927,0.008164848693
CZ,0.006561170862,0.061037446337
DE,0.002328443539,0.003371490903
DK,-0.007847814982,0.033772723442
ES,-0.436668001785,-0.389722599314
FR,0.013733845703,0.041435201170
GR,0.034549552634,0.048849514028
HU,-0.001461245530,0.002703019286
IE,-0.000407778397,0.056257177544
IT,-0.009916367383,0.005002525782
LT,-0.033723716290,-0.027185070985
LU,0.018991505118,0.024853520991
LV,-0.001920156287,-0.000871334901
MT,-0.243453010799,-0.182221453962
PL,-0.040114868608,0.002102696731
PT,0.110423222465,0.132745499551
RO,0.006911240203,0.013866311137
SE,-0.002001327809,-0.001530375455
SK,-0.012586950884,0.002495597425
UK,0.017286619337,0.044349390124
