DMUs,d_4.01_opt,d_4.01_pes
AT,-0.702841139899,-0.000000000000
BE,-0.539076205091,-0.000000000000
BG,-0.850474265208,-0.000000000000
CY,-0.834571133316,-0.000000000000
CZ,-0.000000000000,-0.000000000000
DE,-0.934099197877,-0.000000000000
DK,-0.000000000000,-0.000000000000
ES,-0.000000000000,-0.000000000000
FR,-0.000000000000,-0.000000000000
GR,-0.000000000000,-0.000000000000
HU,-0.755269059475,-0.000000000000
IE,-0.000000000000,-0.000000000000
IT,-0.080879608069,-0.000000000000
LT,-0.969313300882,-0.000000000000
LU,-0.551554025440,-0.000000000000
LV,-0.956387844575,-0.000000000000
MT,-0.000000000000,-0.000000000000
PL,-0.751114080983,-0.000000000000
PT,-0.000000000000,-0.000000000000
RO,-0.558774864553,-0.000000000000
SE,-0.978160217557,-0.000000000000
SK,-0.130292177901,-0.000000000000
UK,-0.000000000000,-0.000000000000
