DMUs,d_0.09100000000000007_opt,d_0.09100000000000007_pes
AT,-0.251695842042,-0.062950320991
BE,0.011721096980,0.039903079357
BG,-0.086100701968,-0.004159448180
CY,0.000622907298,0.013226707457
CZ,-0.095798779465,0.165111985398
DE,-0.020247330465,0.005326937791
DK,-0.086917800242,0.111069152476
ES,-0.532375330003,-0.300773415686
FR,-0.038231401472,0.094299639330
GR,0.007647684156,0.076147863900
HU,-0.009905777461,0.010630640598
IE,-0.107071497123,0.164379546855
IT,-0.038348023245,0.033104864769
LT,-0.052386177873,-0.014796058828
LU,0.007707363775,0.035642538077
LV,-0.004049364141,0.000774178552
MT,-0.359470697437,-0.066203767324
PL,-0.120936847460,0.020766047844
PT,0.068996568185,0.175710453614
RO,-0.006367382169,0.026257253265
SE,-0.002893658584,-0.000666928264
SK,-0.041066148582,0.031171132687
UK,-0.033396572068,0.095710766522
