DMUs,LB1,UB1,LB2,UB2,LB3,UB3,LB4,UB4
AT,26.103775000000,32.821225000000,999915776.345999836922,1257230445.654000043869,369969176.346799969673,465175691.253200054169,123080.329099999988,154753.370900000009
BE,35.440000000000,44.560000000000,1542243523.707999706268,1939118832.292000293732,284567026.778799951077,357796464.821200072765,32.923760000000,41.396240000000
BG,75.310000000000,94.690000000000,511010502.585599958897,642512076.614400029182,259033342.010999977589,325692034.989000022411,500588.848199999891,629408.551800000016
CY,59.805000000000,75.195000000000,563675682.128999948502,708729920.871000051498,164942430.903399974108,207388112.896600037813,7303.262559999998,9182.657439999999
CZ,50.825266943460,63.904455276540,12734189383.727998733521,16011159112.272001266479,4397182780.613999366760,5528737717.386000633240,73224.825579999990,92068.234420000008
DE,48.730000000000,61.270000000000,234076240.614999979734,294312564.385000050068,49167046.735639996827,61819514.744360007346,221677.306319999974,278722.933680000016
DK,58.089331481300,73.037827618700,8993175082.621999740601,11307445871.378000259399,3572880612.407999515533,4492312643.592000007629,45190.429999999993,56819.570000000007
ES,40.622229363240,51.075805316760,12752962386.753997802734,16034763091.246002197266,4604409696.277999877930,5789291649.722000122070,735305.345639999956,924526.134360000025
FR,67.557500000000,84.942500000000,6110231705.641999244690,7682616388.358000755310,2134809410.523999691010,2684173457.476000308990,309618.804539999983,389294.975460000045
GR,64.973333330380,81.693333329620,3582195162.303999423981,4504024165.696000099182,1047319032.987999916077,1316832283.012000083923,66214.740419999987,83254.199580000015
HU,44.300000000000,55.700000000000,826294264.781999945641,1038929809.218000054359,354110797.195999979973,445236374.804000020027,63382.721159999994,79693.398840000009
IE,49.776366000000,62.585634000000,15155071269.879999160767,19055021890.120002746582,4766233966.335999488831,5992759185.664000511169,199630.861999999965,251003.138000000035
IT,75.310000000000,94.690000000000,3059617976.321999549866,3846968877.678000450134,1418400820.845999956131,1783406901.154000043869,157575.356939999998,198125.223060000018
LT,35.440000000000,44.560000000000,117460402.304999992251,147687232.695000022650,25043122.232279997319,31487627.727720003575,177358.593999999983,222999.406000000017
LU,75.310000000000,94.690000000000,1500921685.123999834061,1887163382.876000165939,392991339.684799969196,494122293.915200054646,742.468000000000,933.532000000000
LV,70.880000000000,89.120000000000,160264642.485999971628,201506559.514000028372,94496319.367999985814,118813656.632000014186,9225.501580000000,11599.558420000001
MT,74.981851852180,94.277407407820,14948059637.153997421265,18794738640.846000671387,6216956715.733999252319,7816805622.266000747681,39296.226400000000,49408.573600000003
PL,69.625202500000,87.542297500000,840053987.693799853325,1056230408.906200051308,219725844.893599957228,276269290.306400001049,507207.649179999949,637730.610820000060
PT,74.202500000000,93.297500000000,6649762352.775999069214,8360987879.224000930786,1215398601.261999845505,1528164832.738000154495,2346.269760000000,2950.050240000000
RO,43.192500000000,54.307500000000,1477008987.237999916077,1857097078.762000083923,506314727.482199966908,636607907.917800068855,72004.936479999989,90534.423519999997
SE,70.853420000000,89.086580000000,88162748.341419994831,110850227.598580002785,36084874.506379991770,45370824.153620004654,28171.255999999998,35420.744000000006
SK,53.819516250000,67.669233750000,2895982166.741999626160,3641223627.258000373840,1327210671.611999750137,1668750212.388000249863,127430.828319999986,160223.411680000019
UK,52.335604687500,65.803457812500,6212850994.391999244690,7811643349.608000755310,2087445803.267999649048,2624621472.732000350952,227192.408239999961,285657.271760000032
