DMUs,d_0.011_opt,d_0.011_pes
AT,-0.168730777844,-0.145915385190
BE,0.023752987973,0.027159999597
BG,-0.019231567178,-0.015074931023
CY,0.006075574238,0.007605349019
CZ,0.018003878329,0.049542781701
DE,0.002548683697,0.003152548958
DK,0.000906338905,0.025002442005
ES,-0.426784759160,-0.399605841940
FR,0.019549853476,0.035587465814
GR,0.037553864522,0.045832796903
HU,-0.000585699690,0.001825192002
IE,0.011499718954,0.044305542238
IT,-0.006770559534,0.001866697181
LT,-0.032347159384,-0.028561627891
LU,0.020237373518,0.023661582745
LV,-0.001681550154,-0.001055966073
MT,-0.230562156728,-0.195112308033
PL,-0.031202124884,-0.006760468586
PT,0.115096332881,0.128019754351
RO,0.008403985145,0.012496526287
SE,-0.001902179945,-0.001629523319
SK,-0.009414652707,-0.000682650369
UK,0.022966007311,0.038633913873
