DMUs,d_0.1510000000000001_opt,d_0.1510000000000001_pes
AT,-0.181078866826,0.063357512081
BE,-0.409809772943,0.100980953192
BG,-0.157736480266,0.007350689250
CY,-0.002896898873,0.033093795031
CZ,-0.178679478933,0.390641208944
DE,-0.058529065189,0.010228165827
DK,-0.156361886191,0.444087345668
ES,-0.593561379181,-0.102693994111
FR,-0.078981329250,0.317698276004
GR,-0.017201940657,0.240000242284
HU,-0.053598088982,0.051312694630
IE,-0.192704336148,0.324558480958
IT,-0.061692113639,0.201245080133
LT,-0.572511256542,-0.004842906330
LU,-0.001460785570,0.098114292269
LV,-0.005759857090,0.005107560568
MT,-0.409635156205,0.224810190696
PL,-0.180424348846,0.038329703146
PT,0.035375434054,0.446416683033
RO,-0.069442370857,0.096455372944
SE,-0.002032495228,0.702687424756
SK,-0.062976071492,0.191696406728
UK,-0.077349267405,0.354785126092
