DMUs,d_0.16500000000000012_opt,d_0.16500000000000012_pes
AT,-0.183281389967,0.064300375551
BE,-0.421018808123,0.102381443226
BG,-0.174525901831,0.009258529523
CY,-0.003736710774,0.033668550735
CZ,-0.197126246370,0.400525603331
DE,-0.067403192175,0.010524799195
DK,-0.170133362883,0.451541416993
ES,-0.606089877789,-0.090493208563
FR,-0.087923211172,0.324236847361
GR,-0.022335102016,0.243234628387
HU,-0.072409674530,0.052109052935
IE,-0.212488734706,0.336114098530
IT,-0.067076347742,0.204188965627
LT,-0.578632802917,-0.003292629480
LU,-0.003564585175,0.099479914143
LV,-0.006045749963,0.005341910292
MT,-0.419424792890,0.235670341813
PL,-0.194379674598,0.039966686648
PT,0.028167550934,0.452035241600
RO,-0.087992684383,0.097800816824
SE,-0.002057217151,0.706200901845
SK,-0.068906456590,0.194437586668
UK,-0.087205969784,0.360575334434
