DMUs,d_0.08700000000000006_opt,d_0.08700000000000006_pes
AT,-0.247547588832,-0.067098574201
BE,0.012309315794,0.039252804638
BG,-0.082037168166,-0.004529722214
CY,0.000891412258,0.012954936491
CZ,-0.090141629559,0.159300695528
DE,-0.017681034088,0.005218995925
DK,-0.082331284149,0.106782125604
ES,-0.526608561868,-0.305715036999
FR,-0.035362275821,0.091484220060
GR,0.009147311899,0.074624333448
HU,-0.009410424464,0.010188939829
IE,-0.101168791221,0.158345542909
IT,-0.036762859989,0.031549306905
LT,-0.051184548058,-0.015484337282
LU,0.008339911818,0.035040251832
LV,-0.003931944388,0.000683517460
MT,-0.353025270401,-0.072649194359
PL,-0.116417686789,0.020429811451
PT,0.071268243966,0.173326105858
RO,-0.005637080122,0.025565912067
SE,-0.002844084652,-0.000714292254
SK,-0.039487349342,0.029574682884
UK,-0.030601154204,0.092841457031
