DMUs,d_0.08500000000000006_opt,d_0.08500000000000006_pes
AT,-0.245473462228,-0.069172700806
BE,0.012603955189,0.038928183259
BG,-0.080069490069,-0.004715135351
CY,0.001025828443,0.012819169756
CZ,-0.087311751457,0.156396345321
DE,-0.016397229765,0.005164994961
DK,-0.080036870401,0.104639461791
ES,-0.523722985251,-0.308185847655
FR,-0.033926928418,0.090003395328
GR,0.009890989774,0.073862873993
HU,-0.009162492012,0.009968145573
IE,-0.098216448297,0.155329775674
IT,-0.035970526190,0.030771276823
LT,-0.050584461072,-0.015828476508
LU,0.008656468664,0.034739236064
LV,-0.003873195843,0.000638153817
MT,-0.349802556884,-0.075871907877
PL,-0.114159402589,0.020261755122
PT,0.072405396468,0.172135137397
RO,-0.005271601561,0.025220371334
SE,-0.002819297686,-0.000737962585
SK,-0.038697800571,0.028776606315
UK,-0.029202551009,0.091407633635
