DMUs,d_0.11800000000000009_opt,d_0.11800000000000009_pes
AT,-0.175887205136,0.061208223001
BE,-0.383226651528,0.097704721186
BG,-0.118273402193,0.002631827476
CY,-0.000898292115,0.032027998540
CZ,-0.135268575392,0.367776832581
DE,-0.037523768118,0.009255777919
DK,-0.124503485321,0.426696258639
ES,-0.563248195368,-0.131423766692
FR,-0.057324623214,0.302319120372
GR,-0.004126923044,0.232360162671
HU,-0.016915358092,0.049584452169
IE,-0.146070105473,0.297738350512
IT,-0.049025959493,0.194264992044
LT,-0.558839354339,-0.012286381818
LU,0.003529270221,0.095114903854
LV,-0.005083491749,0.004855189111
MT,-0.386559584018,0.198837145058
PL,-0.148242168748,0.034335245408
PT,0.053320273892,0.432937361865
RO,-0.030322345390,0.093391741629
SE,-0.001974222124,0.694494037710
SK,-0.052669375386,0.185202034909
UK,-0.054823524184,0.341190082104
