DMUs,LB1,UB1,LB2,UB2,LB3,UB3,LB4,UB4
AT,0.930556509406,0.981581442222,0.941019182760,0.948010238674,0.047823756220,0.054120075078,0.143312495843,0.160964830004
BE,0.764108689161,0.833383099433,0.906435689541,0.917218508417,0.036021014969,0.040863917707,0.000001714059,0.000006436026
BG,0.053299492386,0.200507614213,0.972195998444,0.975768802355,0.032492210647,0.036900568479,0.582988902289,0.654783978645
CY,0.329725291132,0.446625858465,0.968837612508,0.972778632646,0.019488665847,0.022295737908,0.008469328101,0.009516771118
CZ,0.489817511878,0.589165434971,0.192740722541,0.281773651220,0.604392418429,0.679225854926,0.085246816474,0.095748812199
DE,0.527172290236,0.622424604360,0.989855714764,0.991492292689,0.003488285183,0.004325034360,0.258146366967,0.289939602456
DK,0.360312523680,0.473859481396,0.431300050076,0.494177135660,0.490472274107,0.551277327652,0.052595732639,0.059077000418
ES,0.671719015442,0.751123106386,0.191543594004,0.280707776851,0.633031576556,0.711391703439,0.856358378491,0.961816787373
FR,0.191512391759,0.323566736339,0.615141377047,0.657861946631,0.291728069393,0.328059314289,0.360570020895,0.404975935635
GR,0.237583358269,0.364586443761,0.776350784235,0.801396220328,0.141434808576,0.159258603096,0.077082314493,0.086578915070
HU,0.606151089878,0.692744102717,0.952090787333,0.957867943313,0.045632097735,0.051658530835,0.073783919919,0.082874348764
IE,0.508517497761,0.605815138847,0.038364420202,0.144323295073,0.655396001777,0.736510134312,0.232469326787,0.261100633760
IT,0.053299492386,0.200507614213,0.809674811368,0.831066573408,0.192719025043,0.216858073395,0.183488145169,0.206087799205
LT,0.764108689161,0.833383099433,0.997292146098,0.998113387506,0.000154312440,0.000580508710,0.206529274411,0.231966264956
LU,0.053299492386,0.200507614213,0.909070726254,0.919564637512,0.051005463452,0.057693584900,0.000828105640,0.000934591325
LV,0.132278292027,0.270827112571,0.994562578678,0.995683092128,0.009752877804,0.011361063014,0.010708120345,0.012031253277
MT,0.059149773835,0.205716465938,0.051565266796,0.156076789867,0.855888674679,0.961691926171,0.045730874956,0.051366788711
PL,0.154649037026,0.290745110481,0.951213348762,0.957086707836,0.027059838979,0.030799242338,0.590697683635,0.663442036675
PT,0.073044192296,0.218087488803,0.580736251056,0.627229027270,0.164663728036,0.185347983975,0.002696020558,0.003032525490
RO,0.625895789788,0.710323977307,0.910595606050,0.920922328220,0.066666973504,0.075283688546,0.083826036734,0.094153074444
SE,0.132752164825,0.271249029561,0.999160417124,0.999776819743,0.001680303832,0.002294414115,0.032773850784,0.036814207422
SK,0.436435521798,0.541636290684,0.820109641484,0.840357320071,0.180116371111,0.202703500295,0.148379432791,0.166655720971
UK,0.462890951590,0.565191125149,0.608597486395,0.652035533593,0.285182327816,0.320707515363,0.264569692722,0.297153911000
