DMUs,d_9.01_opt,d_9.01_pes
AT,-0.401502522918,-0.000000000000
BE,-0.074299529420,-0.000000000000
BG,-0.696474096639,-0.000000000000
CY,-0.664699575635,-0.000000000000
CZ,-0.000000000000,-0.000000000000
DE,-0.863557045944,-0.000000000000
DK,-0.000000000000,-0.000000000000
ES,-0.000000000000,-0.000000000000
FR,-0.000000000000,-0.000000000000
GR,-0.000000000000,-0.000000000000
HU,-0.506253715524,-0.000000000000
IE,-0.000000000000,-0.000000000000
IT,-0.000000000000,-0.000000000000
LT,-0.933914964325,-0.000000000000
LU,-0.099230264289,-0.000000000000
LV,-0.908089851024,-0.000000000000
MT,-0.000000000000,-0.000000000000
PL,-0.497952051912,-0.000000000000
PT,-0.000000000000,-0.000000000000
RO,-0.113657529663,-0.000000000000
SE,-0.951591139158,-0.000000000000
SK,-0.000000000000,-0.000000000000
UK,-0.000000000000,-0.000000000000
