DMUs,LB1,UB1,LB2,UB2,LB3,UB3,LB4,UB4
AT,27.193887500000,31.731112500000,1041672981.452999949455,1215473240.546999931335,385419356.397399961948,449725511.202600002289,128220.252549999990,149613.447450000007
BE,36.920000000000,43.080000000000,1606648727.293999910355,1874713628.705999851227,296450751.373399972916,345912740.226599991322,34.298680000000,40.021320000000
BG,78.455000000000,91.545000000000,532350670.300799965858,621171908.899199962616,269850761.485499978065,314874615.514499962330,521493.800099999935,608503.599899999914
CY,62.302500000000,72.697500000000,587215185.784500002861,685190417.215499997139,171830545.963699996471,200499997.836299985647,7608.252079999998,8877.667919999998
CZ,52.947766804530,61.781955415470,13265978330.903999328613,15479370165.095998764038,4580812309.826999664307,5345108188.172999382019,76282.747189999995,89010.312809999989
DE,50.765000000000,59.235000000000,243851433.507499992847,284537371.492500007153,51220298.123020000756,59766263.356980003417,230934.710759999987,269465.529240000003
DK,60.515183924650,70.611975175350,9368736570.270999908447,10931884383.729000091553,3722086687.643999576569,4343106568.355999946594,47077.614999999998,54932.384999999995
ES,42.318643004820,49.379391675180,13285535308.096998214722,15502190169.902999877930,4796693171.178999900818,5597008174.821000099182,766012.228019999922,893819.251979999943
FR,70.378750000000,82.121250000000,6365399395.380999565125,7427448698.618999481201,2223960593.581999778748,2595022274.417999744415,322548.709470000002,376365.070530000026
GR,67.686666663590,78.979999996410,3731790219.871999740601,4354429108.128000259399,1091055832.333999872208,1273095483.665999889374,68979.915809999991,80489.024189999996
HU,46.150000000000,53.850000000000,860800910.150999903679,1004423163.848999977112,368898719.877999961376,430448452.121999979019,66029.629379999998,77046.490619999997
IE,51.855063000000,60.506937000000,15787957993.339998245239,18422135166.659999847412,4965275339.647999763489,5793717812.352000236511,207967.590999999986,242666.408999999985
IT,78.455000000000,91.545000000000,3187389833.120999813080,3719197020.878999710083,1477634263.702999830246,1724173458.296999931335,164155.817669999989,191544.762329999998
LT,36.920000000000,43.080000000000,122365633.552499994636,142782001.447499990463,26088941.106539998204,30441808.853459998965,184765.216999999975,215592.782999999996
LU,78.455000000000,91.545000000000,1563601258.881999969482,1824483809.118000030518,409402941.906399965286,477710691.693599998951,773.474000000000,902.526000000000
LV,73.840000000000,86.160000000000,166957409.722999989986,194813792.276999980211,98442553.923999994993,114867422.075999990106,9610.765190000000,11214.294809999999
MT,78.113148148490,91.146111111510,15572301405.296998977661,18170496872.702999114990,6476581318.986999511719,7557181019.012999534607,40937.265200000002,47767.534800000001
PL,72.532801250000,84.634698750000,875135249.030899882317,1021149147.569099903107,228901754.894799977541,267093380.305199980736,528389.006989999907,616549.253009999986
PT,77.301250000000,90.198750000000,6927461232.067999839783,8083288999.931999206543,1266154524.790999889374,1477408909.208999872208,2444.251680000000,2852.068320000000
RO,44.996250000000,52.503750000000,1538689949.458999872208,1795416116.540999889374,527458796.237100005150,615463839.162899971008,75011.914639999988,87527.445359999983
SE,73.812310000000,86.127690000000,91844488.396309986711,107168487.543689996004,37591804.931589998305,43863893.728409998119,29347.707999999999,34244.292000000001
SK,56.067058125000,65.421691875000,3016920473.930999755859,3520285320.068999767303,1382635947.965999841690,1613324936.033999919891,132752.431759999978,154901.808239999984
UK,54.521177343750,63.617885156250,6472304139.755999565125,7552190204.243999481201,2174619047.874000072479,2537448228.125999927521,236680.127319999970,276169.552679999964
