DMUs,d_0.19500000000000015_opt,d_0.19500000000000015_pes
AT,-0.188001082413,0.066320797273
BE,-0.443847615587,0.105382493300
BG,-0.209636432680,0.013168120003
CY,-0.005519375251,0.034900170100
CZ,-0.236711628374,0.422103561436
DE,-0.086182500973,0.011160442126
DK,-0.200128832780,0.467674864579
ES,-0.631300225278,-0.064323502845
FR,-0.107372944025,0.338276842071
GR,-0.032612592880,0.250152496475
HU,-0.112720214990,0.053815535018
IE,-0.254884267765,0.361258223524
IT,-0.078917195986,0.210464488248
LT,-0.591557178803,-0.001985845054
LU,-0.008046415275,0.102406246729
LV,-0.006656217773,0.005844088273
MT,-0.440402585788,0.259384651981
PL,-0.224877466932,0.043365626599
PT,0.013434163908,0.464028289164
RO,-0.127743356226,0.100683910853
SE,-0.002110192700,0.713808620910
SK,-0.082723963025,0.200285080075
UK,-0.108893918762,0.373029666647
