DMUs,LB1,UB1,LB2,UB2,LB3,UB3,LB4,UB4
AT,26.221625000000,32.703375000000,1004430068.789999961853,1252716153.209999799728,371639466.082000017166,463505401.517999947071,123635.996500000008,154197.703500000003
BE,35.600000000000,44.400000000000,1549206248.420000076294,1932156107.579999685287,285851753.762000024319,356511737.837999999523,33.072400000000,41.247600000000
BG,75.650000000000,94.350000000000,513317547.744000017643,640205031.455999970436,260202792.765000015497,324522584.234999954700,502848.842999999993,627148.556999999913
CY,60.075000000000,74.925000000000,566220493.335000038147,706185109.664999961853,165687091.990999996662,206643451.808999985456,7336.234399999999,9149.685599999999
CZ,51.054726387900,63.674995832100,12791680080.719999313354,15953668415.279998779297,4417034621.609999656677,5508885876.389999389648,73555.411699999997,91737.648299999986
DE,48.950000000000,61.050000000000,235133018.224999994040,293255786.774999976158,49389019.858600005507,61597541.621399998665,222678.106800000009,277722.133199999982
DK,58.351585799500,72.775573300500,9033776324.530000686646,11266844629.469999313354,3589010998.920000076294,4476182257.079999923706,45394.449999999997,56615.549999999996
ES,40.805625432600,50.892409247400,12810537837.710000991821,15977187640.289999008179,4625197098.970000267029,5768504247.029999732971,738625.008600000059,921206.471399999922
FR,67.862500000000,84.637500000000,6137817401.829999923706,7655030692.169999122620,2144447376.259999990463,2674535491.739999771118,311016.632099999988,387897.147899999982
GR,65.266666663700,81.399999996300,3598367600.960000038147,4487851727.039999961853,1052047335.620000004768,1312103980.379999876022,66513.678300000000,82955.261699999988
HU,44.500000000000,55.500000000000,830024712.930000066757,1035199361.069999933243,355709491.540000021458,443637680.459999978542,63668.873399999997,79407.246599999984
IE,50.001090000000,62.360910000000,15223491456.200000762939,18986601703.799999237061,4787751952.640000343323,5971241199.359999656677,200532.130000000005,250101.869999999966
IT,75.650000000000,94.350000000000,3073431150.030000209808,3833155703.969999790192,1424804436.289999961853,1777003285.709999799728,158286.758100000006,197413.821899999981
LT,35.600000000000,44.400000000000,117990697.575000002980,147156937.424999982119,25156183.732200000435,31374566.227799996734,178159.309999999998,222198.689999999973
LU,75.650000000000,94.350000000000,1507697855.259999990463,1880387212.739999771118,394765566.952000021935,492348066.647999942303,745.820000000000,930.180000000000
LV,71.200000000000,88.800000000000,160988184.890000015497,200783017.109999984503,94922939.320000007749,118387036.679999992251,9267.151700000000,11557.908299999999
MT,75.320370370700,93.938888889300,15015545233.710000991821,18727253044.289997100830,6245024240.409999847412,7788738097.589999198914,39473.635999999999,49231.163999999997
PL,69.939537500000,87.227962500000,843846556.486999988556,1052437840.112999796867,220717835.164000004530,275277300.035999953747,509497.525699999998,635440.734299999895
PT,74.537500000000,92.962500000000,6679783853.239999771118,8330966378.759999275208,1220885728.130000114441,1522677705.869999885559,2356.862400000000,2939.457600000000
RO,43.387500000000,54.112500000000,1483677199.370000123978,1850428866.629999876022,508600572.753000020981,634322062.646999955177,72330.015199999994,90209.344799999977
SE,71.173300000000,88.766700000000,88560774.293300002813,110452201.646699979901,36247785.903700001538,45207912.756299994886,28298.439999999999,35293.559999999998
SK,54.062493750000,67.426256250000,2909056578.329999923706,3628149215.669999599457,1333202593.380000114441,1662758290.619999885559,128006.136799999993,159648.103199999983
UK,52.571882812500,65.567179687500,6240899983.079999923706,7783594360.919999122620,2096869937.819999933243,2615197338.179999828339,228218.107599999988,284631.572399999946
