DMUs,d_0.08100000000000006_opt,d_0.08100000000000006_pes
AT,-0.241325209018,-0.073320954016
BE,0.013194293413,0.038279972985
BG,-0.076144397073,-0.005086514098
CY,0.001294988020,0.012547873919
CZ,-0.081649389278,0.150590234681
DE,-0.013828311419,0.005056932792
DK,-0.075546513527,0.100355832837
ES,-0.517947433138,-0.313127468968
FR,-0.031054663807,0.087043349049
GR,0.011378974331,0.072340566952
HU,-0.008666115463,0.009526669383
IE,-0.092309774463,0.149300699949
IT,-0.034386354372,0.029214714492
LT,-0.049385734135,-0.016516754961
LU,0.009290147658,0.034137459369
LV,-0.003755621509,0.000547360256
MT,-0.343357129848,-0.082317334913
PL,-0.109645422026,0.019925766261
PT,0.074682330790,0.169755611095
RO,-0.004539989701,0.024529549762
SE,-0.002769723754,-0.000785279785
SK,-0.037118404760,0.027180749870
UK,-0.026403555490,0.088541648850
