DMUs,d_0.20200000000000015_opt,d_0.20200000000000015_pes
AT,-0.189102343983,0.066792229007
BE,-0.449022715492,0.106082738317
BG,-0.216805628867,0.014046547132
CY,-0.005931713766,0.035187547952
CZ,-0.245958867107,0.427220169257
DE,-0.090582362527,0.011308758810
DK,-0.207219492768,0.471471901331
ES,-0.636001602828,-0.058212261543
FR,-0.111966665900,0.341558557873
GR,-0.034881930711,0.251764220566
HU,-0.122126007764,0.054213714171
IE,-0.264776640739,0.367203843724
IT,-0.081700244622,0.211922587572
LT,-0.594489092362,-0.001696656589
LU,-0.009086691110,0.103089057666
LV,-0.006798229358,0.005961263135
MT,-0.445297404130,0.265009097355
PL,-0.232108418731,0.044138168980
PT,0.010124049360,0.466816888772
RO,-0.137018512989,0.101356632793
SE,-0.002122553661,0.715599722150
SK,-0.086108258604,0.201644502103
UK,-0.114061068243,0.375945038389
