DMUs,d_0.08900000000000007_opt,d_0.08900000000000007_pes
AT,-0.249621715437,-0.065024447596
BE,0.012015029689,0.039577770039
BG,-0.084008255843,-0.004344493173
CY,0.000757105196,0.013090782400
CZ,-0.092970638916,0.162205908908
DE,-0.018964401159,0.005272976857
DK,-0.084624927448,0.108925355794
ES,-0.529492675870,-0.303244226342
FR,-0.036797100129,0.092896075261
GR,0.008398724683,0.075385996772
HU,-0.009658186298,0.010409771509
IE,-0.104120473629,0.161362132585
IT,-0.037555359016,0.032327169562
LT,-0.051785119735,-0.015140198055
LU,0.008023543499,0.035341352511
LV,-0.003990667160,0.000728859033
MT,-0.356247983919,-0.069426480842
PL,-0.118676834783,0.020597909029
PT,0.070131967878,0.174517877916
RO,-0.006002340347,0.025911539387
SE,-0.002868871618,-0.000690614138
SK,-0.040276798681,0.030372858344
UK,-0.031999161184,0.094275834613
