DMUs,d_0.1500000000000001_opt,d_0.1500000000000001_pes
AT,-0.180921543744,0.063290164691
BE,-0.409007552613,0.100880918190
BG,-0.156538325787,0.007212319200
CY,-0.002836734146,0.033052741052
CZ,-0.177362519563,0.389939506925
DE,-0.057894345315,0.010206977730
DK,-0.155383905066,0.443556681552
ES,-0.592658985582,-0.103565194797
FR,-0.078345961461,0.317231558582
GR,-0.016826385291,0.239769062248
HU,-0.052254404300,0.051255811894
IE,-0.191291169063,0.323737242165
IT,-0.061307776469,0.201034416687
LT,-0.572081172286,-0.005096496949
LU,-0.001310230781,0.098016747850
LV,-0.005739411986,0.005090821302
MT,-0.408935896442,0.224039286843
PL,-0.179434369588,0.038211494831
PT,0.035899021212,0.446014854639
RO,-0.068117348462,0.096359269810
SE,-0.002030729376,0.702437333452
SK,-0.062667075304,0.191500296834
UK,-0.076651889936,0.354372061608
