DMUs,d_0.032000000000000015_opt,d_0.032000000000000015_pes
AT,-0.190509107196,-0.124137055838
BE,0.020540254597,0.030451432896
BG,-0.029198835768,-0.011282520724
CY,0.004627480019,0.009077686452
CZ,-0.012003655542,0.079745804443
DE,0.001772202284,0.003726546738
DK,-0.022064136388,0.048033597213
ES,-0.452728271051,-0.373662330048
FR,0.004300831683,0.050955862777
GR,0.029674624943,0.053758711275
HU,-0.002882705013,0.004130781281
IE,-0.019733002006,0.075704351663
IT,-0.015033971939,0.010092562652
LT,-0.035960621263,-0.024948166012
LU,0.016971562266,0.026793347690
LV,-0.002307032514,-0.000572081089
MT,-0.264400648664,-0.161273816097
PL,-0.054626571748,0.014915773004
PT,0.102859347321,0.140454778287
RO,0.004492905052,0.016095202436
SE,-0.002162443087,-0.001369260176
SK,-0.017738549380,0.007663631743
UK,0.008078096288,0.053612766367
