DMUs,LB1,UB1,LB2,UB2,LB3,UB3,LB4,UB4
AT,0.000000000000,0.911642094655,0.938427670654,0.950601750780,0.045489775954,0.056454055345,0.136768958180,0.167508367667
BE,0.738429381905,0.859062406689,0.902438610131,0.921215587828,0.034225801023,0.042659131653,0.000008186410,1.000000000000
BG,0.000000000000,0.255076142132,0.970871596995,0.977093203805,0.030858078002,0.038534701124,0.556375210192,0.681397670743
CY,0.286391460137,0.489959689460,0.967376717112,0.974239528042,0.018448113273,0.023336290482,0.008081051811,0.009905047408
CZ,0.452990264525,0.625992682325,0.159737136910,0.314777236851,0.576652437658,0.706965835697,0.081353835300,0.099641793373
DE,0.491863242759,0.657733651836,0.989249052258,0.992098955196,0.003178110920,0.004635208623,0.246360943467,0.301725025956
DK,0.318221841079,0.515950163997,0.407992164902,0.517485020834,0.467932469776,0.573817131983,0.050193193721,0.061479539337
ES,0.642284740350,0.780557381477,0.158491353810,0.313760017045,0.603984288143,0.740438991852,0.817266037268,1.000000000000
FR,0.142561212302,0.372517915796,0.599305303840,0.673698019839,0.278260452750,0.341526930932,0.344109207672,0.421436748858
GR,0.190504628302,0.411665173728,0.767066700167,0.810680304397,0.134827712332,0.165865699340,0.073562022900,0.090099206663
HU,0.574051955808,0.724843236787,0.949949255375,0.960009475271,0.043398161327,0.053892467242,0.070414191985,0.086244076698
IE,0.472450268737,0.641882367871,0.000000000000,0.183601153862,0.625327831957,0.766578304132,0.221855997478,0.271713963069
IT,0.000000000000,0.255076142132,0.801745106474,0.838996278302,0.183770929533,0.225806168905,0.175110687208,0.214465257166
LT,0.738429381905,0.859062406689,0.996987720403,0.998417813200,0.000738495258,1.000000000000,0.197100045157,0.241395494210
LU,0.000000000000,0.255076142132,0.905180741908,0.923454621858,0.048526246019,0.060172802333,0.000788632497,0.000974064467
LV,0.080919677516,0.322185727083,0.994147215933,0.996098454873,0.009156740183,0.011957200636,0.010217648655,0.012521724967
MT,0.004819017279,0.260047222494,0.012823926347,0.194818130315,0.816668503867,1.000000000000,0.043641700030,0.053455963637
PL,0.104199630487,0.341194517020,0.949036155312,0.959263901286,0.025673680837,0.032185400480,0.563732104491,0.690407615819
PT,0.019278142729,0.271853538370,0.563501859873,0.644463418453,0.156996288334,0.193015423677,0.002571281660,0.003157264387
RO,0.594599134070,0.741620633025,0.906767596970,0.924750337300,0.063472846377,0.078477815673,0.079997910686,0.097981200492
SE,0.081412809794,0.322588384592,0.000000000000,0.998931923050,0.001452659502,0.002522058445,0.031276132375,0.038311925830
SK,0.397438685055,0.580633127426,0.812604036490,0.847862925064,0.171743555982,0.211076315424,0.141604601827,0.173430551934
UK,0.424969335529,0.603112741210,0.592495451658,0.668137568330,0.272013508294,0.333876334885,0.252491060085,0.309232543637
