DMUs,LB1,UB1,LB2,UB2,LB3,UB3,LB4,UB4
AT,28.696475000000,30.228525000000,1099230210.114000082016,1157916011.885999917984,406715550.521200001240,428429317.078800022602,135305.011900000012,142528.688099999999
BE,38.960000000000,41.040000000000,1695423467.371999979019,1785938888.628000020981,312831020.409200012684,329532471.190800011158,36.193840000000,38.126160000000
BG,82.790000000000,87.210000000000,561765496.070399999619,591757083.129600048065,284761258.598999977112,299964118.401000022888,550308.733799999929,579688.666199999978
CY,65.745000000000,69.255000000000,619661528.661000013351,652744074.338999986649,181324974.830599993467,191005568.969400018454,8028.643039999999,8457.276959999999
CZ,55.873374721140,58.856347498860,13998984717.552000045776,14746363778.447999954224,4833923282.526000022888,5091997215.473999977112,80497.720220000003,84795.339779999995
DE,53.570000000000,56.430000000000,257325348.034999996424,271063456.965000033379,54050455.440760001540,56936106.039240002632,243694.916879999975,256705.323120000015
DK,63.858926481700,67.268232618300,9886402404.597999572754,10414218549.402000427246,3927749115.671999931335,4137444140.328000068665,49678.869999999995,52331.130000000005
ES,44.656942889160,47.041091790840,14019622307.785999298096,14768103170.214000701904,5061732555.501999855042,5331968790.498000144958,808337.930760000017,851493.549239999964
FR,74.267500000000,78.232500000000,6717117021.777999877930,7075731072.222000122070,2346844656.716000080109,2472138211.283999919891,340371.010859999980,358542.769140000048
GR,71.426666663420,75.239999996580,3937988812.736000061035,4148230515.263999938965,1151341690.891999959946,1212809625.108000040054,72791.373779999994,76677.566220000008
HU,48.700000000000,51.300000000000,908364124.037999987602,956859949.962000012398,389282072.763999998569,410065099.236000001431,69678.070439999996,73398.049559999999
IE,54.720294000000,57.641706000000,16660315368.920000076294,17549777791.080001831055,5239629665.024000167847,5519363486.975999832153,219458.758000000002,231175.241999999998
IT,82.790000000000,87.210000000000,3363507797.897999763489,3543079056.102000236511,1559280360.614000082016,1642527361.385999917984,173226.182460000011,182474.397540000005
LT,38.960000000000,41.040000000000,129126898.244999989867,136020736.754999995232,27530475.230519998819,29000274.729480002075,194974.345999999990,205383.654000000010
LU,82.790000000000,87.210000000000,1649997428.115999937057,1738087639.884000062943,432024339.563199996948,455089294.036800026894,816.212000000000,859.788000000000
LV,77.920000000000,82.080000000000,176182575.373999983072,185588626.626000016928,103881958.311999991536,109428017.688000008464,10141.804220000000,10683.255780000001
MT,82.429259259620,86.830000000380,16432742761.385999679565,17310055516.614002227783,6834442258.605999946594,7199320079.394000053406,43199.237600000000,45505.562400000003
PL,76.540572500000,80.626927500000,923490501.144199967384,972793895.455799937248,241549630.842399984598,254445504.357600003481,557584.932619999978,587353.327380000032
PT,81.572500000000,85.927500000000,7310235362.984000205994,7700514869.015999794006,1336115392.358000040054,1407448041.641999959946,2579.307840000000,2717.012160000000
RO,47.482500000000,50.017500000000,1623709654.141999959946,1710396411.858000040054,556603323.439800024033,586319311.960200071335,79156.668319999997,83382.691679999989
SE,77.890780000000,82.049220000000,96919319.282779991627,102093656.657220005989,39668925.247419998050,41786773.412579998374,30969.304000000000,32622.696000000000
SK,59.165021250000,62.323728750000,3183619221.677999973297,3353586572.322000026703,1459032950.507999897003,1536927933.492000102997,140087.614879999979,147566.625120000012
UK,57.533723437500,60.605339062500,6829928745.527999877930,7194565598.472000122070,2294776763.412000179291,2417290512.587999820709,249757.794159999990,263091.885840000003
