DMUs,d_0.20900000000000016_opt,d_0.20900000000000016_pes
AT,-0.190203605554,0.067263660742
BE,-0.454207684386,0.106782983334
BG,-0.224020013042,0.014912569753
CY,-0.006342581931,0.035474925804
CZ,-0.255209990237,0.432369031435
DE,-0.095008198323,0.011457075494
DK,-0.214343753893,0.475281628643
ES,-0.640705337715,-0.052099124375
FR,-0.116580982836,0.344842461328
GR,-0.037106561430,0.253375049961
HU,-0.131531800537,0.054611893324
IE,-0.274669046375,0.373180497865
IT,-0.084439173173,0.213378422178
LT,-0.597468872693,-0.001413762000
LU,-0.010124780361,0.103771868603
LV,-0.006940075524,0.006078437997
MT,-0.450192222473,0.270669488208
PL,-0.239382271219,0.044903194262
PT,0.006858521413,0.469601564339
RO,-0.146293669752,0.102029354733
SE,-0.002134914623,0.717397033694
SK,-0.089551076657,0.203002097109
UK,-0.119267123330,0.378864016382
