DMUs,d_0.1460000000000001_opt,d_0.1460000000000001_pes
AT,-0.180292251418,0.063020775128
BE,-0.405796579248,0.100480778180
BG,-0.151747155625,0.006656006340
CY,-0.002595845319,0.032888525137
CZ,-0.172095584912,0.387138366769
DE,-0.055354331888,0.010122225339
DK,-0.151479680425,0.441436355270
ES,-0.589039363399,-0.107049619978
FR,-0.075808973951,0.315365118153
GR,-0.015311885968,0.238844135792
HU,-0.046879665572,0.051028280949
IE,-0.185638506255,0.320457740453
IT,-0.059770756969,0.200191240672
LT,-0.570370515394,-0.006090629881
LU,-0.000707642138,0.097626570172
LV,-0.005657599522,0.005023864238
MT,-0.406138857389,0.220961987977
PL,-0.175483607083,0.037736928169
PT,0.038005402629,0.444406885058
RO,-0.062817258883,0.095974857273
SE,-0.002023665970,0.701438116647
SK,-0.061428987218,0.190715435958
UK,-0.073871412660,0.352720494352
