DMUs,d_0.055000000000000035_opt,d_0.055000000000000035_pes
AT,-0.214361563153,-0.100284599881
BE,0.017065867193,0.034100216459
BG,-0.050969391230,-0.007518455664
CY,0.003055138621,0.010703750108
CZ,-0.044759374336,0.112934716376
DE,-0.000602216884,0.004352552503
DK,-0.047188237898,0.072567391879
ES,-0.481142593599,-0.345248007500
FR,-0.012333857423,0.067855082242
GR,0.021071274760,0.062465491192
HU,-0.005423066592,0.006660731806
IE,-0.053850936606,0.110190517969
IT,-0.024105363500,0.019080752050
LT,-0.041640141278,-0.020990564907
LU,0.013371929566,0.030234206585
LV,-0.002988887554,-0.000044960309
MT,-0.301461854118,-0.124212610643
PL,-0.080388194496,0.017745868595
PT,0.089567866679,0.154185101459
RO,0.000236731636,0.020047672512
SE,-0.002447493196,-0.001092064997
SK,-0.026842641468,0.016817328789
UK,-0.008151875434,0.069966690930
