DMUs,d_0.12000000000000009_opt,d_0.12000000000000009_pes
AT,-0.176201851299,0.061337647454
BE,-0.384844161216,0.097903968945
BG,-0.120660667005,0.002926979338
CY,-0.001021565382,0.032086498815
CZ,-0.137896607503,0.369145880084
DE,-0.038800291547,0.009341289168
DK,-0.126409395654,0.427743306191
ES,-0.565116954168,-0.129683728457
FR,-0.058685687244,0.303249877247
GR,-0.004961530105,0.232823867502
HU,-0.017807560989,0.049687736569
IE,-0.148896406409,0.299347771519
IT,-0.049792633826,0.194689722888
LT,-0.559636746674,-0.011881700297
LU,0.003223084205,0.095292050023
LV,-0.005124581094,0.004864166291
MT,-0.387958103544,0.200661339050
PL,-0.150163764728,0.034582960502
PT,0.052191567224,0.433771053539
RO,-0.032262774038,0.093575550826
SE,-0.001977753828,0.694987168333
SK,-0.053300393724,0.185597000775
UK,-0.056159398581,0.342011929337
