DMUs,LB1,UB1,LB2,UB2,LB3,UB3,LB4,UB4
AT,27.900987500000,31.024012500000,1068758736.116999983788,1188387485.882999897003,395441094.808600008488,439703772.791400015354,131554.256950000010,146279.443050000002
BE,37.880000000000,42.120000000000,1648425075.565999984741,1832937280.433999776840,304159113.272599995136,338204378.327399969101,35.190520000000,39.129480000000
BG,80.495000000000,89.505000000000,546192941.251199960709,607329637.948799967766,276867466.009499967098,307857910.990499973297,535053.768899999908,594943.631099999882
CY,63.922500000000,71.077500000000,602484053.020499944687,669921549.979499936104,176298512.489299982786,196032031.310699999332,7806.083119999998,8679.836879999999
CZ,54.324523471170,60.405198748830,13610922512.855998992920,15134425983.143999099731,4699923355.802999496460,5225997142.196999549866,78266.263909999994,87026.796089999989
DE,52.085000000000,57.915000000000,250192099.167499989271,278196705.832499980927,52552136.860780000687,58434424.619219996035,236939.513639999990,263460.726359999971
DK,62.088709833850,69.038449266150,9612344021.718999862671,10688276932.281000137329,3818869006.715999603271,4246324249.283999919891,48301.735000000001,53708.264999999999
ES,43.419019420980,48.279015259020,13630988013.833000183105,15156737464.166999816895,4921417587.330999374390,5472283758.668999671936,785930.205779999960,873901.274219999905
FR,72.208750000000,80.291250000000,6530913572.508999824524,7261934521.490999221802,2281788387.997999668121,2537194480.001999855042,330935.674829999974,367978.105169999995
GR,69.446666663510,77.219999996490,3828824851.807999610901,4257394476.191999912262,1119425648.125999927521,1244725667.873999834061,70773.543089999992,78695.396909999996
HU,47.350000000000,52.650000000000,883183599.038999915123,982040474.960999965668,378490885.941999971867,420856286.057999968529,67746.542819999988,75329.577179999993
IE,53.203407000000,59.158593000000,16198479111.259998321533,18011614048.739997863770,5094383257.472000122070,5664609894.527999877930,213375.198999999993,237258.800999999978
IT,80.495000000000,89.505000000000,3270268875.368999958038,3636317978.630999565125,1516055956.366999864578,1685751765.632999897003,168424.224630000012,187276.355370000005
LT,37.880000000000,42.120000000000,125547405.172499999404,139600229.827499985695,26767310.106059998274,29763439.853939998895,189569.512999999977,210788.486999999994
LU,80.495000000000,89.505000000000,1604258279.697999954224,1783826788.301999807358,420048305.509599983692,467065328.090399980545,793.586000000000,882.414000000000
LV,75.760000000000,84.240000000000,171298664.146999984980,190472537.852999985218,101002273.635999992490,112307702.363999992609,9860.665910000000,10964.394090000000
MT,80.144259259610,89.115000000390,15977214984.632999420166,17765583293.367000579834,6644986467.042999267578,7388775870.956999778748,42001.722799999996,46703.077200000000
PL,74.418811250000,82.748688750000,897890661.790099859238,998393734.809899926186,234853696.517199993134,261141438.682799965143,542128.266109999968,602809.993889999925
PT,79.311250000000,88.188750000000,7107590234.851999282837,7903159997.147999763489,1299077285.998999834061,1444486148.000999927521,2507.807520000000,2788.512480000000
RO,46.166250000000,51.333750000000,1578699222.250999927521,1755406843.748999834061,541173867.861899971962,601748767.538100004196,76962.386959999989,85576.973039999983
SE,75.731590000000,84.208410000000,94232644.107589989901,104780331.832409992814,38569273.315509997308,42886425.344489999115,30110.811999999998,33481.187999999995
SK,57.524923125000,63.963826875000,3095366943.458999633789,3441838850.540999889374,1418587478.573999881744,1577373405.425999879837,136204.282639999990,151449.957360000000
UK,55.938846093750,62.200216406250,6640598071.883999824524,7383896272.115999221802,2231163855.185999870300,2480903420.813999652863,242834.323479999992,270015.356519999972
