DMUs,d_0.03900000000000002_opt,d_0.03900000000000002_pes
AT,-0.197768550314,-0.116877612720
BE,0.019477920291,0.031557082821
BG,-0.035774109095,-0.010054942541
CY,0.004147426230,0.009571083475
CZ,-0.021984929533,0.089834673107
DE,0.001363837227,0.003917362017
DK,-0.029714370261,0.055514250608
ES,-0.461376108348,-0.365014492751
FR,-0.000769264231,0.056091661463
GR,0.027053299696,0.056405725853
HU,-0.003647437174,0.004900237971
IE,-0.030126493342,0.086189278595
IT,-0.017792509157,0.012830434485
LT,-0.037165108556,-0.023743678719
LU,0.015873797929,0.027839368674
LV,-0.002514908626,-0.000411338868
MT,-0.275680145976,-0.149994318785
PL,-0.062455247879,0.016351339201
PT,0.098801838260,0.144621285215
RO,0.003194512235,0.017296905856
SE,-0.002249197468,-0.001282505795
SK,-0.020510750092,0.010448153124
UK,0.003130154708,0.058582332680
