DMUs,d_0.09_opt,d_0.09_pes
AT,-0.250658778740,-0.063987384294
BE,0.011868019153,0.039740381715
BG,-0.084995075593,-0.004251947673
CY,0.000689992599,0.013158735036
CZ,-0.094384817796,0.163658839269
DE,-0.019605920565,0.005299959822
DK,-0.085771460162,0.109997183316
ES,-0.530934185248,-0.302008821014
FR,-0.037514316163,0.093597823862
GR,0.008023174332,0.075766904865
HU,-0.009782003217,0.010520201378
IE,-0.105596067640,0.162870736511
IT,-0.037951670482,0.032716038098
LT,-0.052085587885,-0.014968128442
LU,0.007865430058,0.035491934685
LV,-0.004020018876,0.000751521548
MT,-0.357859340678,-0.067815124083
PL,-0.119806732980,0.020681973283
PT,0.069564158483,0.175114065307
RO,-0.006184888563,0.026084385508
SE,-0.002881265101,-0.000678772169
SK,-0.040671486062,0.030771983155
UK,-0.032697941130,0.094993231268
