DMUs,LB1,UB1,LB2,UB2,LB3,UB3,LB4,UB4
AT,0.000000000000,0.885249888026,0.934811607250,0.954217814184,0.042233059303,0.059710771995,0.127638440511,0.176638885337
BE,0.702597790385,0.894893998208,0.896861290022,0.926792907936,0.031720851331,0.045164081345,0.000010628807,1.000000000000
BG,0.000000000000,0.331218274112,0.969023594972,0.978941205828,0.028577892917,0.040814886209,0.519239825870,0.718533055065
CY,0.225925649448,0.550425500149,0.965338258420,0.976277986734,0.016996179449,0.024788224306,0.007539270940,0.010446828279
CZ,0.401603407753,0.677379539097,0.113685622076,0.360828751685,0.537945487746,0.745672785609,0.075921768546,0.105073860127
DE,0.442594804419,0.707002090176,0.988402546435,0.992945461019,0.002745309622,0.005068009921,0.229916166491,0.318169802932
DK,0.259490656053,0.574681349023,0.375469534428,0.550007651309,0.436481580011,0.605268021747,0.046840813836,0.064831919222
ES,0.601213658827,0.821628463000,0.112371948889,0.359879421966,0.563453188031,0.780970091964,0.762718584398,1.000000000000
FR,0.074257240967,0.440821887130,0.577208457503,0.695794866175,0.259468429528,0.360318954154,0.321140631082,0.444405325448
GR,0.124813377185,0.477356424845,0.754112164257,0.823634840306,0.125608508270,0.175084903402,0.068649988119,0.095011241443
HU,0.529262466408,0.769632726187,0.946961071248,0.962997659398,0.040281040758,0.057009587811,0.065712246030,0.090946022653
IE,0.422123902658,0.692208733950,0.000000000000,0.238407468450,0.583372246163,0.808533889926,0.207046700767,0.286523259780
IT,0.000000000000,0.331218274112,0.790680401970,0.850060982806,0.171285214868,0.238291883570,0.163421210983,0.226154733392
LT,0.702597790385,0.894893998208,0.996562940365,0.998842593239,0.000958941604,1.000000000000,0.183942981082,0.254552558285
LU,0.000000000000,0.331218274112,0.899752856774,0.928882506992,0.045066872857,0.063632175495,0.000733553695,0.001029143270
LV,0.009256494476,0.393848910122,0.993567640011,0.996678030795,0.008324920247,0.012789020572,0.009533269552,0.013206104070
MT,0.000000000000,0.335857580478,0.000000000000,0.248875814662,0.761942684130,1.000000000000,0.040726572226,0.056371091441
PL,0.033805109734,0.411589037772,0.945998210963,0.962301845635,0.023739506686,0.034119574631,0.526105714988,0.728034005322
PT,0.000000000000,0.346875933114,0.539453872176,0.668511406150,0.146297535262,0.203714176749,0.002397227385,0.003331318663
RO,0.550929381905,0.785290385190,0.901426188952,0.930091745319,0.059015924803,0.082934737247,0.074656339457,0.103322771721
SE,0.009776500448,0.394224693938,0.000000000000,0.998613094109,0.001135016252,0.002839701695,0.029186292735,0.040401765471
SK,0.343024494252,0.635047318229,0.802131099290,0.858335862265,0.160060558128,0.222759313277,0.132151349321,0.182883804441
UK,0.372055452654,0.656026624086,0.570027496210,0.690605523777,0.253638411287,0.352251431892,0.235637154079,0.326086449643
