DMUs,LB1,UB1,LB2,UB2,LB3,UB3,LB4,UB4
AT,25.897537500000,33.027462500000,992015764.568999886513,1265130457.430999994278,367046169.310199975967,468098698.289799988270,122107.911149999985,155725.788850000012
BE,35.160000000000,44.840000000000,1530058755.461999893188,1951303600.538000106812,282318754.558200001717,360044737.041800022125,32.663640000000,41.656360000000
BG,74.715000000000,95.285000000000,506973173.558399975300,646549405.641600012779,256986803.191499978304,327738573.808499991894,496633.857299999916,633363.542699999991
CY,59.332500000000,75.667500000000,559222262.518499970436,713183340.481500029564,163639274.000099986792,208691269.799899995327,7245.561839999998,9240.358160000000
CZ,50.423712915690,64.306009304310,12633580663.991998672485,16111767832.007999420166,4362442058.870999336243,5563478439.128999710083,72646.299869999988,92646.760129999995
DE,48.345000000000,61.655000000000,232226879.797499984503,296161925.202499985695,48778593.770459994674,62207967.709540002048,219925.905479999958,280474.334519999975
DK,57.630386424450,73.496772675550,8922122909.282999038696,11378498044.716999053955,3544652436.011999607086,4520540819.987999916077,44833.394999999997,57176.605000000003
ES,40.301286241860,51.396748438140,12652205347.580999374390,16135520130.419000625610,4568031741.566999435425,5825669604.432999610901,729495.935459999950,930335.544540000032
FR,67.023750000000,85.476250000000,6061956737.312999725342,7730891356.687000274658,2117942970.485999822617,2701039897.513999938965,307172.606310000003,391741.173690000025
GR,64.459999997070,82.206666662930,3553893394.655999660492,4532325933.343999862671,1039044503.381999850273,1325106812.618000030518,65691.599129999988,83777.340870000000
HU,43.950000000000,56.050000000000,819765980.522999882698,1045458093.476999998093,351313082.093999981880,448034089.906000018120,62881.954739999994,80194.165259999994
IE,49.383099000000,62.978901000000,15035335943.819997787476,19174757216.180000305176,4728577490.303998947144,6030415661.696000099182,198053.642999999982,252580.356999999989
IT,74.715000000000,95.285000000000,3035444922.332999706268,3871141931.666999816895,1407194493.818999767303,1794613228.180999994278,156330.404909999983,199370.175090000004
LT,35.160000000000,44.840000000000,116532385.582499980927,148615249.417499989271,24845264.607419997454,31685485.352579999715,175957.340999999986,224400.658999999985
LU,74.715000000000,95.285000000000,1489063387.385999917984,1899021680.614000082016,389886441.967199981213,497227191.632799983025,736.602000000000,939.398000000000
LV,70.320000000000,89.680000000000,158998443.278999984264,202772758.720999985933,93749734.451999992132,119560241.547999992967,9152.613869999999,11672.446130000000
MT,74.389444444770,94.869814815230,14829959843.180997848511,18912838434.819000244141,6167838547.550999641418,7865923790.449000358582,38985.759599999998,49719.040399999998
PL,69.075116250000,88.092383750000,833416992.305699825287,1062867404.294299960136,217989861.920399963856,278005273.279599964619,503200.365269999951,641737.894730000058
PT,73.616250000000,93.883750000000,6597224726.963998794556,8413525505.036000251770,1205796129.242999792099,1537767304.756999969482,2327.732640000000,2968.587360000000
RO,42.851250000000,54.648750000000,1465339616.006999731064,1868766449.993000030518,502314498.258300006390,640608137.141700029373,71436.048719999992,91103.311279999994
SE,70.293630000000,89.646370000000,87466202.925629988313,111546773.014369994402,35799779.561069995165,45655919.098930001259,27948.683999999997,35643.315999999999
SK,53.394305625000,68.094444375000,2873101946.462999820709,3664103847.537000179291,1316724808.517999887466,1679236075.482000112534,126424.038479999974,161230.201520000002
UK,51.922117968750,66.216944531250,6163765264.187998771667,7860729079.812000274658,2070953567.801999807358,2641113708.197999954224,225397.434359999956,287452.245639999979
