DMUs,d_0.09600000000000007_opt,d_0.09600000000000007_pes
AT,-0.256881158555,-0.057765004479
BE,0.010987812035,0.040717856603
BG,-0.092050866705,-0.003697640607
CY,0.000287890404,0.013566866195
CZ,-0.102865329378,0.172380952309
DE,-0.023452735125,0.005461752862
DK,-0.092646610890,0.116388222481
ES,-0.539575596388,-0.294596389045
FR,-0.041814867710,0.097772666784
GR,0.005664479746,0.078053422928
HU,-0.010524008342,0.011182976897
IE,-0.114446183584,0.171926704340
IT,-0.040330406414,0.035048370031
LT,-0.053890963179,-0.013935710762
LU,0.006917740031,0.036395873199
LV,-0.004195993632,0.000887380972
MT,-0.367527481231,-0.058146983530
PL,-0.126590667984,0.021186575206
PT,0.066161903054,0.178695409060
RO,-0.007279030773,0.027121916437
SE,-0.002955625999,-0.000607679804
SK,-0.043039088254,0.033167251121
UK,-0.036887492148,0.099300522381
