DMUs,d_0.12700000000000009_opt,d_0.12700000000000009_pes
AT,-0.177303112870,0.061789629135
BE,-0.390498961155,0.098599666266
BG,-0.129020580944,0.003950539347
CY,-0.001446802427,0.032291249784
CZ,-0.147097755790,0.373954121846
DE,-0.043264609102,0.009637996516
DK,-0.133105828108,0.431414933333
ES,-0.571625314235,-0.123592420143
FR,-0.063472983159,0.306508853456
GR,-0.007837997112,0.234446140875
HU,-0.024570264068,0.050046918185
IE,-0.158788475584,0.304996693375
IT,-0.052476961013,0.196174525307
LT,-0.562459848205,-0.010423790550
LU,0.002162504573,0.095912068714
LV,-0.005268295487,0.004895574988
MT,-0.392852921887,0.206479855720
PL,-0.156918849433,0.035444136336
PT,0.048284571660,0.436689112690
RO,-0.040119950064,0.094218305433
SE,-0.001990114789,0.696716569223
SK,-0.055502548402,0.186977965063
UK,-0.060865319238,0.344890504258
