DMUs,d_0.10000000000000007_opt,d_0.10000000000000007_pes
AT,-0.173055389669,0.060037535344
BE,-0.119438638400,0.095902241361
BG,-0.096813523518,-0.000079753428
CY,0.000235337830,0.031501496107
CZ,-0.110408581255,0.355547876688
DE,-0.026015081168,0.008471097391
DK,-0.105091761110,0.411387807120
ES,-0.546243582830,-0.269049379491
FR,-0.044679289306,0.246801628453
GR,0.003724096621,0.228182768851
HU,-0.013090945058,0.048642075420
IE,-0.120342991507,0.283342534209
IT,-0.041917055983,0.190432161959
LT,-0.549101614810,-0.015719457511
LU,0.006324738855,0.093520629837
LV,-0.004713130702,0.004774329183
MT,-0.373972908267,0.182419399137
PL,-0.131117628846,0.032071779258
PT,0.063898114439,0.425434944429
RO,-0.014555482250,0.091722156397
SE,-0.001942436795,0.654748812300
SK,-0.045872260057,0.181639071086
UK,-0.041727970831,0.264444373743
