DMUs,d_0.11300000000000009_opt,d_0.11300000000000009_pes
AT,-0.175100589728,0.060884097615
BE,-0.379179285027,0.097205689039
BG,-0.112307726124,0.001888631391
CY,-0.000585092811,0.031881747857
CZ,-0.128542085454,0.364363307930
DE,-0.034330512457,0.009040549136
DK,-0.119446758916,0.424082472275
ES,-0.558558294165,-0.135773211173
FR,-0.053869828723,0.299992963217
GR,-0.001989312792,0.231200510940
HU,-0.015854727990,0.049324976427
IE,-0.139004361832,0.293723548004
IT,-0.047078225962,0.193202178623
LT,-0.556512885468,-0.013276525771
LU,0.004303409127,0.094672042423
LV,-0.004980714014,0.004832739810
MT,-0.383063285202,0.194276660080
PL,-0.143454630374,0.033712683879
PT,0.056277850220,0.430853210375
RO,-0.025460277735,0.092931894001
SE,-0.001965392866,0.693263108501
SK,-0.050929493269,0.184213824552
UK,-0.051349731362,0.339136630020
