DMUs,LB1,UB1,LB2,UB2,LB3,UB3,LB4,UB4
AT,28.342925000000,30.582075000000,1085687332.782000064850,1171458889.217999935150,401704681.315599977970,433440186.284400045872,133638.009699999995,144195.690300000017
BE,38.480000000000,41.520000000000,1674535293.235999822617,1806827062.764000177383,308976839.459599971771,333386652.140400052071,35.747920000000,38.572080000000
BG,81.770000000000,88.230000000000,554844360.595200061798,598678218.604799985886,281252906.337000012398,303472470.662999987602,543528.749399999972,586468.650599999935
CY,64.935000000000,70.065000000000,612027095.042999982834,660378507.957000017166,179090991.567799985409,193239552.232200026512,7929.727519999999,8556.192480000000
CZ,55.184996387820,59.544725832180,13826512626.576000213623,14918835869.423999786377,4774367759.538000106812,5151552738.461999893188,79505.961859999996,85787.098140000002
DE,52.910000000000,57.090000000000,254155015.204999983311,274233789.795000016689,53384536.071879997849,57602025.408120006323,240692.515439999988,259707.724560000002
DK,63.072163527100,68.054995572900,9764598678.874000549316,10536022275.125999450684,3879357956.135999679565,4185835299.864000320435,49066.809999999998,52943.190000000002
ES,44.106754681080,47.591279998920,13846895954.917999267578,14940829523.082000732422,4999370347.425999641418,5394330998.574000358582,798378.941879999940,861452.538120000041
FR,73.352500000000,79.147500000000,6634359933.213999748230,7158488160.786000251770,2317930759.507999897003,2501052108.492000102997,336177.528180000023,362736.251820000005
GR,70.546666663460,76.119999996540,3889471496.767999649048,4196747831.232000350952,1137156782.996000051498,1226994533.003999948502,71894.560140000001,77574.379860000001
HU,48.100000000000,51.900000000000,897172779.593999981880,968051294.406000018120,384485989.731999993324,414861182.268000006676,68819.613719999994,74256.506280000001
IE,54.046122000000,58.315878000000,16455054809.959999084473,17755038350.040000915527,5175075706.111999511719,5583917445.888000488281,216754.953999999998,233879.046000000002
IT,81.770000000000,88.230000000000,3322068276.773999691010,3584518577.226000308990,1540069514.282000064850,1661738207.717999935150,171091.978980000014,184608.601020000002
LT,38.480000000000,41.520000000000,127536012.435000002384,137611622.564999997616,27191290.730760000646,29339459.229240000248,192572.198000000004,207785.801999999996
LU,81.770000000000,88.230000000000,1629668917.707999944687,1758416150.292000055313,426701657.761600017548,460411975.838400006294,806.156000000000,869.844000000000
LV,76.960000000000,83.040000000000,174011948.162000000477,187759253.837999999523,102602098.456000000238,110707877.543999999762,10016.853860000001,10808.206140000000
MT,81.413703704060,87.845555555940,16230285971.717998504639,17512512306.282001495361,6750239684.578000068665,7283522653.421999931335,42667.008800000003,46037.791200000000
PL,75.597567500000,81.569932500000,912112794.764599919319,984171601.835399985313,238573660.031199991703,257421475.168799996376,550715.303059999947,594222.956940000062
PT,80.567500000000,86.932500000000,7220170861.592000007629,7790579370.407999992371,1319654011.753999948502,1423909422.246000051498,2547.529920000000,2748.790080000000
RO,46.897500000000,50.602500000000,1603705017.746000051498,1730401048.253999948502,549745787.627400040627,593176847.772600054741,78181.432159999997,84357.927839999989
SE,76.931140000000,83.008860000000,95725241.427139997482,103287734.512860000134,39180191.055459998548,42275507.604539997876,30587.752000000000,33004.248000000000
SK,58.436088750000,63.052661250000,3144395986.914000034332,3392809807.085999965668,1441057185.203999996185,1554903698.796000003815,138361.689439999987,149292.550560000003
UK,56.824889062500,61.314173437500,6745781779.463999748230,7278712564.536000251770,2266504359.756000041962,2445562916.243999958038,246680.696079999994,266168.983920000028
