DMUs,d_0.04900000000000003_opt,d_0.04900000000000003_pes
AT,-0.208139183338,-0.106506979695
BE,0.017967753365,0.033143945684
BG,-0.045244277705,-0.008332032975
CY,0.003463933966,0.010278201709
CZ,-0.036225463641,0.104265716937
DE,0.000769893702,0.004189511602
DK,-0.040637556580,0.066168232958
ES,-0.473730161630,-0.352660439469
FR,-0.008001077432,0.063439809829
GR,0.023312971432,0.060191540441
HU,-0.004739097717,0.006000263919
IE,-0.044959468830,0.101184191432
IT,-0.021736800218,0.016738134893
LT,-0.039863809766,-0.022022982586
LU,0.014308937648,0.029335501704
LV,-0.002811336029,-0.000182184323
MT,-0.291793713565,-0.133880751196
PL,-0.073656990259,0.017243809085
PT,0.093024030096,0.150592087596
RO,0.001344271687,0.019015480915
SE,-0.002373132298,-0.001162666440
SK,-0.024468927018,0.014428145324
UK,-0.003925603511,0.065693420583
