DMUs,d_0.18700000000000014_opt,d_0.18700000000000014_pes
AT,-0.186742497761,0.065782018147
BE,-0.437945480699,0.104582213280
BG,-0.200967251551,0.012148779776
CY,-0.005046394632,0.034571738269
CZ,-0.226148200091,0.416294678722
DE,-0.081186295329,0.010990937345
DK,-0.192067033337,0.463350704585
ES,-0.625385038124,-0.071305465023
FR,-0.102148432432,0.334528973284
GR,-0.029961916677,0.248309412186
HU,-0.101970737534,0.053360473130
IE,-0.243578737602,0.354500434960
IT,-0.075681322604,0.208795269438
LT,-0.588265951729,-0.002323837203
LU,-0.006854920853,0.101625891373
LV,-0.006493717731,0.005710174145
MT,-0.434808507682,0.252999808700
PL,-0.216666381656,0.042473362206
PT,0.017273980921,0.460836656667
RO,-0.117143177068,0.099915085779
SE,-0.002096065887,0.711769147638
SK,-0.078929129521,0.198729180251
UK,-0.103037118833,0.369702189094
