DMUs,d_0.11900000000000009_opt,d_0.11900000000000009_pes
AT,-0.176044528217,0.061272951268
BE,-0.384035509130,0.097804371325
BG,-0.119466963487,0.002779554634
CY,-0.000960737403,0.032057248677
CZ,-0.136582542953,0.368461095109
DE,-0.038162085529,0.009298574791
DK,-0.125456029430,0.427219672493
ES,-0.564183088412,-0.130553766195
FR,-0.058004782497,0.302784477781
GR,-0.004544945241,0.232592026166
HU,-0.017129934870,0.049636130755
IE,-0.147483255691,0.298542809675
IT,-0.049409281413,0.194477385511
LT,-0.559237536146,-0.012084674823
LU,0.003374730040,0.095203476825
LV,-0.005104037978,0.004859677883
MT,-0.387258843781,0.199749242054
PL,-0.149202497470,0.034459196041
PT,0.052755221284,0.433354205493
RO,-0.031292874912,0.093483655457
SE,-0.001975987976,0.694740548619
SK,-0.052984985958,0.185399540467
UK,-0.055490976435,0.341600972333
