DMUs,LB1,UB1,LB2,UB2,LB3,UB3,LB4,UB4
AT,26.015387500000,32.909612500000,996530057.012999892235,1260616164.986999988556,368716459.045399963856,466428408.554600000381,122663.578549999991,155170.121450000006
BE,35.320000000000,44.680000000000,1537021480.173999786377,1944340875.825999975204,283603481.541399955750,358760010.058600008488,32.812280000000,41.507720000000
BG,75.055000000000,94.945000000000,509280218.716799974442,644242360.483200073242,258156253.945499956608,326569123.054499983788,498893.852099999902,631103.547899999889
CY,59.602500000000,75.397500000000,561767073.724499940872,710638529.275499939919,164383935.087699979544,207946608.712300002575,7278.533679999999,9207.386320000000
CZ,50.653172360130,64.076549859870,12691071360.983999252319,16054277135.016000747681,4382293899.866999626160,5543626598.133000373840,72976.885989999995,92316.174010000002
DE,48.565000000000,61.435000000000,233283657.407499969006,295105147.592499971390,49000566.893419995904,61985994.586580000818,220926.705959999963,279473.534039999999
DK,57.892640742650,73.234518357350,8962724151.190998077393,11337896802.809000015259,3560782822.523999691010,4504410433.475999832153,45037.414999999994,56972.584999999999
ES,40.484682311220,51.213352368780,12709780798.536998748779,16077944679.462999343872,4588819144.258999824524,5804882201.741000175476,732815.598419999937,927015.881579999928
FR,67.328750000000,85.171250000000,6089542433.500999450684,7703305660.498999595642,2127580936.221999645233,2691401931.777999877930,308570.433869999950,390343.346130000020
GR,64.753333330390,81.913333329610,3570065833.311999797821,4516153494.687999725342,1043772806.013999819756,1320378509.986000061035,65990.537010000000,83478.402990000002
HU,44.150000000000,55.850000000000,823496428.670999884605,1041727645.328999996185,352911776.437999963760,446435395.561999976635,63168.106979999990,79908.013019999999
IE,49.607823000000,62.754177000000,15103756130.139997482300,19106337029.860000610352,4750095476.607999801636,6008897675.392000198364,198954.910999999964,251679.089000000007
IT,75.055000000000,94.945000000000,3049258096.040999412537,3857328757.959000110626,1413598109.262999773026,1788209612.736999988556,157041.806069999991,198658.773929999996
LT,35.320000000000,44.680000000000,117062680.852499991655,148084954.147500008345,24958326.107339996845,31572423.852660000324,176758.056999999972,223599.942999999999
LU,75.055000000000,94.945000000000,1495839557.521999835968,1892245510.477999925613,391660669.234399974346,495452964.365599989891,739.954000000000,936.046000000000
LV,70.640000000000,89.360000000000,159721985.682999968529,202049216.317000001669,94176354.403999984264,119133621.596000000834,9194.263989999999,11630.796010000000
MT,74.727962963290,94.531296296710,14897445439.736997604370,18845352838.263000488281,6195906072.226999282837,7837856265.772999763489,39163.169199999997,49541.630799999999
PL,69.389451250000,87.778048750000,837209561.098899841309,1059074835.501099944115,218981852.190799981356,277013283.009199976921,505490.241789999942,639448.018210000009
PT,73.951250000000,93.548750000000,6627246227.427999496460,8383504004.571999549866,1211283256.110999822617,1532280177.888999938965,2338.325280000000,2957.994720000000
RO,43.046250000000,54.453750000000,1472007828.138999938965,1862098237.861000061035,504600343.529100000858,638322291.870900034904,71761.127439999982,90778.232559999989
SE,70.613510000000,89.326490000000,87864228.877509981394,111148747.062490001321,35962690.958389997482,45493007.701609998941,28075.867999999995,35516.131999999998
SK,53.637283125000,67.851466875000,2886176358.050999641418,3651029435.948999881744,1322716730.285999774933,1673244153.713999986649,126999.346959999981,160654.893039999995
UK,52.158396093750,65.980666406250,6191814252.875999450684,7832680091.123999595642,2080377702.353999853134,2631689573.645999908447,226423.133719999983,286426.546280000010
