DMUs,d_0.16300000000000012_opt,d_0.16300000000000012_pes
AT,-0.182966743804,0.064165680770
BE,-0.419420043832,0.102181373221
BG,-0.172125664660,0.008989303016
CY,-0.003617029079,0.033586442777
CZ,-0.194489938008,0.399106541509
DE,-0.066136829135,0.010482423000
DK,-0.168156981635,0.450473694126
ES,-0.604312055458,-0.092236633229
FR,-0.086640485665,0.323302246711
GR,-0.021615703814,0.242772814701
HU,-0.069722305166,0.051995287463
IE,-0.209662385168,0.334456555607
IT,-0.066306765322,0.203769021787
LT,-0.577746924280,-0.003383447726
LU,-0.003264502784,0.099284825304
LV,-0.006004946983,0.005308431760
MT,-0.418026273364,0.234111084479
PL,-0.192375168585,0.039734860670
PT,0.029183575276,0.451233407021
RO,-0.085342639594,0.097608610556
SE,-0.002053685448,0.705697571282
SK,-0.068026116332,0.194046482633
UK,-0.085787303656,0.359747322666
