DMUs,d_0.10700000000000008_opt,d_0.10700000000000008_pes
AT,-0.174156651239,0.060494071496
BE,-0.374315688524,0.096605154833
BG,-0.105153590675,0.000986674000
CY,-0.000207528686,0.031706247045
CZ,-0.120231906595,0.360284030270
DE,-0.030494943393,0.008779510223
DK,-0.112930382544,0.420953095953
ES,-0.552896352627,-0.140991319184
FR,-0.049634008701,0.297202956764
GR,0.000636749661,0.229808186346
HU,-0.014584805877,0.049011256007
IE,-0.130525485633,0.288922095503
IT,-0.044695281358,0.191924923004
LT,-0.553209194935,-0.014426445305
LU,0.005234793903,0.094140616314
LV,-0.004857278627,0.004805788676
MT,-0.378867726622,0.188804078107
PL,-0.137740718590,0.032959371527
PT,0.059946730383,0.428352376645
RO,-0.019605206912,0.092375404150
SE,-0.001954797756,0.691789543957
SK,-0.048604582798,0.183026455858
UK,-0.046965145108,0.336674675873
